#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0065452632   0.0047322371   0.0063660526   0.0045888508   0.0066690351   0.0048400625
           -3.8    0.025036141    0.015628118    0.017465527    0.013826233    0.025625877    0.016088336
           -3.6    0.047135613    0.034186063    0.046963947    0.034216475    0.051438141    0.034007719
           -3.4     0.31471433    0.064112905      0.3143936    0.064355066     0.35007796    0.073426156
           -3.2      1.5158637     0.13552939      1.4145395     0.12269755      1.5212346     0.13621209
             -3      3.0073288     0.16598369      2.7146791     0.23617598      3.0159885     0.16653965
           -2.8      6.5037982      0.2287311      6.2888107     0.22095148       6.525041     0.22940683
           -2.6      11.367498     0.30457281      10.914905     0.29732435      11.406741     0.30575547
           -2.4      19.216873     0.40388711      18.374774     0.39207642      19.286189     0.40527871
           -2.2      30.102685     0.51491519      26.673601      2.3927518      30.215069     0.51658673
             -2      43.110741     0.66992875      41.031934     0.65692457      43.307019     0.67602949
           -1.8      58.661101       0.957214      55.012625       1.222078      58.875732     0.94559008
           -1.6      74.711523     0.79377787      70.590156     0.99170882      79.196684      8.7246623
           -1.4      91.804605     0.83639479      88.019726     0.81771909      92.229877     0.84026917
           -1.2      110.96912     0.91418905      106.10753     0.91329592      111.49012     0.91823093
             -1      126.67616      1.0346884       121.6078      1.0102283      127.34976      1.0486927
           -0.8      136.38532      4.0993989      133.57116       1.493973      137.42929      2.6061417
           -0.6      151.03379      1.0718038       144.8937      1.0786007      151.81072      1.0789127
           -0.4      158.75728      1.0832076      152.29863      1.0708384      159.57475      1.0922635
           -0.2      165.95962      1.1354652      159.65393      1.2042295      166.82884      1.1425965
              0      167.14385      1.1383199      159.27232      1.6634477      167.97891      1.1434857
            0.2      162.21286       1.108943      156.38591      1.2086524      163.04978      1.1145142
            0.4      151.00426      1.0739839       145.0428      1.0525445      151.76471      1.0832845
            0.6       141.6399      1.1852197      135.69555      1.0959796      142.00658      1.2105045
            0.8      128.27338     0.98480685      118.41855       4.895145      128.90908     0.98999308
              1      110.06413      0.9478185      105.48075     0.93058861      110.59464      0.9528776
            1.2      92.947349     0.85401865      89.815482     0.85142783      93.419567     0.86305263
            1.4      76.058961     0.77080684      73.137934     0.77133623      76.414416     0.77467502
            1.6      57.165065     0.68516029      54.703987     0.66757331      57.408905     0.68798379
            1.8      42.809998     0.58533648      40.195418     0.99624993      44.087386      2.7303771
              2      30.320531     0.50213772      26.179119      2.8475895      30.444329     0.50415588
            2.2      20.277623     0.44940335      19.390025     0.41170783      26.514347      7.1469144
            2.4      12.040668     0.31233765      11.524687     0.32254543      12.080351     0.31320121
            2.6      5.8202918     0.63325252      5.5776338     0.56425698      5.8272805     0.64805022
            2.8      2.7514411     0.16354706      2.6006867     0.16156072       2.757082     0.16363889
              3      1.2285839     0.10121642      1.1420354     0.10904089      1.2314962     0.10139225
            3.2      0.3448446    0.058695148     0.30349077    0.062693243     0.34599307    0.058833985
            3.4    0.039354909    0.061077812    0.038690704    0.061604872     0.05048921    0.051237117
            3.6   0.0065235961    0.016336805   0.0047893863    0.017212627   0.0070924568     0.01599665
            3.8  -0.0029111402   0.0029109947  -0.0029129825   0.0029128368  -0.0028592105   0.0028590675
              4  -0.0029111402   0.0029109947  -0.0029129825   0.0029128368  -0.0028592105   0.0028590675
