# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      113.80148     0.91271263      111.35694      1.4869016      114.91947      1.3031229
            0.2      113.58631     0.91608858      111.46748     0.90938867      114.19564     0.92104489
            0.4      111.92983      0.9147732      109.51862      1.8723349       112.5151     0.91992714
            0.6      110.69271     0.90271345       109.2187      1.0046652      116.44343      8.7742219
            0.8       112.4336     0.90319241      109.73371      0.8886356      112.97427     0.90719085
              1      113.11642      1.0957023        108.944        1.33607      113.65171      1.0954116
            1.2      117.02027      1.1026162       113.4602      1.0863611      117.55332       1.106152
            1.4       122.7998     0.95671205      118.20522      2.5376719      123.35347     0.96061096
            1.6      130.51499      1.0040844      126.07817      0.9727436       131.0947      1.0084009
            1.8      141.59898      1.0873341      133.92599      2.9993593      142.22844      1.0938101
              2      157.44297      1.1812532      151.22534      1.1336819      158.14831      1.1880927
            2.2      174.38727      1.3135804       165.0653      1.7366783      175.18493      1.3284852
            2.4      202.22789      1.3237995      194.01727      1.3177119      203.21205      1.3350032
            2.6      226.42853      1.3444612      214.21982      1.2953306      227.54337       1.352881
            2.8      257.35588      1.4327795      240.03169      1.4383539      258.69192      1.4438381
              3      186.98648      4.1419049      173.78018       5.145105      187.52171      2.6687622
            3.2      186.98648      4.1419049      173.78018       5.145105      187.52171      2.6687622
