#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.823447     0.38605258      20.616159     0.39110849      21.009639     0.39617162
            0.2      57.769823     0.64913451      55.947295      1.2232804      58.090281     0.65240018
            0.4      86.732914     0.81048852      85.152941     0.80679986      87.220161     0.81582248
            0.6      104.90176      0.8744511      102.42383      1.2806911      107.61596      2.8522101
            0.8      113.73168     0.91858697      111.29389     0.90602011      114.31033     0.92321351
              1      118.87879      1.0049915      115.00888       1.273116       119.4318     0.99622125
            1.2      126.05845      1.0707634      123.50217      1.0684798      131.19499      8.7426726
            1.4      130.88301     0.98253849      126.92007     0.99350535      131.47518     0.98598335
            1.6      134.01908      1.1545722      129.57161      2.5969967      134.62703      1.1582767
            1.8        141.801      1.0431282      136.90207      1.0164353      142.44921      1.0476277
              2      156.15277      1.1205724      150.60396      1.0867653      156.83621        1.12659
            2.2      171.64331      1.3356584        164.882      1.2739898      172.43296      1.3520408
            2.4      193.62263      1.2927999      184.44086      1.2842929      194.55622      1.3040921
            2.6      215.66034      1.3477464      204.56646      1.2807235      216.71497      1.3571193
            2.8      247.16282      1.4170948      230.28915      1.8483216      248.41548      1.4284297
              3      234.81305      4.1862916      224.17091      1.3702092      235.17174      2.7367963
            3.2      81.643663     0.83335109      76.626307     0.86906343      82.034373     0.83787787
            3.4      30.622347     0.49448107      24.179946       4.824307      30.757416     0.49667316
            3.6      13.547973     0.31518247      12.929501     0.30514956      14.226034      1.3910459
            3.8      6.6075666     0.21966255      6.2063164     0.24908794       6.633579     0.22046554
              4      2.6979998      0.1394694      2.5381952     0.14291237      2.7086428     0.13997673
            4.2      1.2778131    0.095855622      1.2284314    0.093079176      1.2839044    0.096327322
            4.4      0.7670877    0.085354462     0.74628652     0.07742777     0.76949476    0.085569167
            4.6     0.29927166    0.045484045       0.184005     0.12173981     0.30035965    0.045645701
            4.8    0.075434001    0.022422818    0.074880526     0.02229601    0.076119657    0.022563704
              5    0.075434001    0.022422818    0.074880526     0.02229601    0.076119657    0.022563704
