#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  -0.0025695614   0.0077987215  -0.0028364033      0.0079296  -0.0025659651   0.0078013636
           -3.8    0.019713158    0.013418467    0.019682719    0.013427225    0.020002018    0.013397307
           -3.6     0.13103281    0.035745653     0.12778009    0.035131288     0.13115868    0.035761788
           -3.4     0.50963406     0.11391305     0.50322514     0.11011456     0.51447013     0.11965063
           -3.2      1.4404557     0.17568576      1.4176563     0.17565752      1.4416691     0.17506207
             -3       2.898057      0.1587867      2.8352015     0.15559209       2.904153     0.15912779
           -2.8      5.4784685     0.61902084      5.4097503     0.59868626      5.4980956     0.61954537
           -2.6      11.147662     0.34307659      10.454103     0.37861537      11.193205     0.34518073
           -2.4       18.05343     0.38457698      17.481923     0.37484121      18.121695     0.38633386
           -2.2      28.529327     0.48568866      27.516082     0.47173836      28.641621     0.48829018
             -2      40.506366     0.68890751      37.472378      1.1021391      40.646228     0.67272936
           -1.8      55.481048     0.66153172      53.434855     0.64330997      55.736922     0.66504582
           -1.6      71.512126     0.89652525      68.724742     0.86690794      71.819583     0.90468158
           -1.4      91.354968     0.83307529      86.862257      2.4836225      91.771564     0.83674901
           -1.2      110.11426     0.96074047      105.26048     0.91696448      110.63798     0.96653915
             -1      127.44902      1.0323769      115.85892      5.0122566       128.0733      1.0383385
           -0.8      138.14152      4.0855645      136.81838       1.070056       139.1458      2.5829564
           -0.6      155.48603       1.121993      149.88407      1.1437453      157.46145      8.7516211
           -0.4      164.82801      1.1079552      154.77426      3.0066364      165.66751       1.114104
           -0.2      169.63627      1.1281566      162.86778      1.2147489      170.53872      1.1382052
              0      169.55088      1.1115492      162.46157      1.1123679      170.39426      1.1165573
            0.2      164.12489      1.1118196      156.65973      1.0955946      165.01325      1.1224686
            0.4      155.18377      1.0746515      150.09652      1.0583864      155.95902      1.0794506
            0.6      141.89563      1.0334562      136.27437      1.1455652      142.60015      1.0380337
            0.8      126.33498     0.99425207      121.30855     0.97388088      126.58937      1.0158169
              1      110.25203      1.0611387      105.94565      0.9943162      110.82122      1.0718863
            1.2      93.442706     0.83840961       89.78523     0.82678648      93.869143     0.84211519
            1.4      73.001591     0.76406911      70.553003     0.77614345      73.367093     0.77273201
            1.6      56.262855     0.70260723      51.981797      1.6056281      56.515542       0.706286
            1.8      41.252267     0.57360127      39.851679     0.55752029      41.429175     0.57626769
              2      28.235532     0.51542946      27.172296     0.48163899      28.347401      0.5171213
            2.2       18.66196     0.41777875      18.050774     0.40129455      18.743627      0.4195844
            2.4      11.152375     0.32331009      10.767967     0.31137274      11.186532     0.32437324
            2.6      6.0049828     0.24106413      5.7478615     0.26869505      7.2653515       1.481244
            2.8      3.3599604      0.1669263      3.2749348     0.16676487      3.3687412     0.16728264
              3     0.46047453     0.59519634     0.44722352     0.61044599     0.49717186     0.51853585
            3.2     0.26405557    0.078214185     0.26372283    0.077955849     0.28456204     0.06714513
            3.4     0.13350658    0.053352849     0.12818886    0.049908353     0.13411859    0.053620374
            3.6    0.027356404    0.013353858    0.027016141    0.013289399     0.02740772    0.013323906
            3.8   0.0093851756   0.0089740338       0.009365   0.0089564054   0.0095138596   0.0090063857
              4   0.0093851756   0.0089740338       0.009365   0.0089564054   0.0095138596   0.0090063857
