#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4              0              0              0              0              0              0
           -3.8    0.022537456    0.010011984    0.019608465   0.0096298213    0.022582719    0.010025718
           -3.6    -0.52627343     0.57447718    -0.52740308      0.5746077    -0.50065587     0.53973425
           -3.4     0.40381636    0.070565445     0.40331208    0.070477751     0.41018947    0.069983958
           -3.2       2.003469     0.23500141       1.928272     0.22513723      2.0069861     0.23446112
             -3       3.253096     0.17025768      2.9979515     0.18359898      3.2611387     0.17063175
           -2.8      7.1115258     0.25543091      6.8770893     0.24754465      7.1347062     0.25645638
           -2.6      12.858168     0.35230045      12.311134      0.3402494      14.030184      1.6220331
           -2.4      20.775361     0.42332017      19.977015     0.40620649      20.847404     0.42526586
           -2.2      31.343264     0.51174531      30.331238      0.5046851      31.468281     0.51407477
             -2      45.318208     0.64666766      40.294281      2.8780601       45.51608     0.65105116
           -1.8      59.606735     0.70546618      56.753949     0.71006097      59.864682     0.70868772
           -1.6      75.516312      0.8631173      70.793284      1.1709237      75.838206     0.85192457
           -1.4      92.954677     0.88096321      83.484794      4.9443378      94.050981      2.9010226
           -1.2      108.97494     0.91350704      104.51681     0.91587635      109.49365     0.91794794
             -1      125.31933      1.0847718      120.11616       1.076641      125.99249      1.1005954
           -0.8      137.81127       1.010745      132.36667      1.0175509      140.22165      8.7349185
           -0.6      146.17697      4.0843516      144.81261      1.1428949      147.18051      2.5829168
           -0.4      160.43044      1.0976432      153.78393      1.1965804      161.29331      1.1083261
           -0.2      162.11228      1.1066163      155.95867      1.0882264      162.95021      1.1127508
              0      162.94018      1.1425462      157.83567      1.1214055      163.76937      1.1490225
            0.2       159.3252       1.120571      152.92286      1.1026778      160.13706      1.1274022
            0.4       152.0517      1.0925499      144.60016      1.6077544      152.84462      1.1018465
            0.6       140.0302      1.0335526      134.42479     0.99972393      140.38081      1.0567498
            0.8      126.10179     0.97726749      120.98464     0.94690465      126.72742     0.98186013
              1      111.37959     0.95384666      105.78667      1.3807897      111.94672     0.96309493
            1.2      91.415988     0.83428139      86.719813      2.4791486      91.834896     0.83773556
            1.4      76.953846     0.88409306      73.503333     0.82453701      77.320698     0.89172988
            1.6      60.327345      0.7247092      57.864145     0.69476822      60.585558     0.72820183
            1.8      44.856873     0.59354892      43.037619     0.57779127      45.039172     0.59583825
              2      31.223414     0.52655405      29.955065     0.49369923      31.346278     0.52842811
            2.2      19.956472     0.41361881      19.118187     0.40187132       20.03102     0.41519216
            2.4      12.560869      0.3290903      12.208983     0.32277585      12.623256     0.48323152
            2.6      6.7400976     0.29655424      6.4572028     0.59847181      6.9855398     0.34973413
            2.8      2.9052135     0.61114906      2.3743316     0.69864848      3.0110691     0.54425493
              3      1.6068562     0.14261842      1.5030531     0.12989402      1.6134485     0.14361423
            3.2     0.52100115    0.081779913     0.51345749    0.080120407     0.52100993    0.081573185
            3.4   -0.045862193     0.12350951   -0.047390965     0.12490787   -0.022768163     0.10144505
            3.6   0.0076697635   0.0096787065   0.0070891226   0.0097992908   0.0076765696   0.0096731006
            3.8   0.0029779825   0.0029778335   0.0029734211   0.0029732725   0.0030560528      0.0030559
              4   0.0029779825   0.0029778335   0.0029734211   0.0029732725   0.0030560528      0.0030559
