# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.5290577     0.19283237      6.5257393     0.19271357      6.6123021     0.20711607
            0.2       18.29144     0.32550657      18.281921     0.32528061      18.336081     0.32663015
            0.4      28.911269     0.41145347      26.117569       2.835916      29.038644     0.41611784
            0.6      36.194423     0.45721613      36.137447     0.45781527      36.290532     0.45882361
            0.8      40.465883     0.48700394      40.439181     0.48663822      49.155216       8.691865
              1      44.170659     0.50968192       43.85846     0.65805561      44.395116     0.51334281
            1.2      48.686695     0.54932814      47.453363      1.7192737      55.851556      7.1548155
            1.4      52.596669     0.56212848      52.537634     0.56132825      52.957621     0.56729378
            1.6      59.028973     0.60814856      58.951537     0.60721731      59.458941     0.61341204
            1.8      67.967179     0.66735085      67.707986      2.9021772      68.380568      1.1794273
              2       83.47489      0.7941139      82.581447      1.1408759      87.061227      2.8170708
            2.2       110.1656     0.97971279      109.84394     0.97280463      111.48974      1.0088178
            2.4      150.89243      1.0139567      150.31881      1.0131727      152.45804      1.0433431
            2.6      229.97184      1.2994849      227.37883      1.2897436       231.7863      1.3470285
            2.8      400.18666      4.3079571      392.20264      1.7048054      400.96621      5.9900116
              3      779.76662      2.6465404      711.24216       5.553933      783.88497       2.664539
            3.2      185.92048      1.3473116      169.55349      2.1664874      186.78101      1.3543795
            3.4        36.9196     0.61089738      32.427109      1.3356547       37.07412     0.61348149
            3.6      8.8301772     0.28728958      8.2969047     0.30287467      8.8635722     0.28869515
            3.8      2.4817599     0.14613917      2.3422306     0.13496123      2.4891151      0.1465115
              4     0.66237975    0.098444443     0.63944586    0.096890551     0.66475117    0.099013297
            4.2     0.16125018    0.038958157     0.11891184    0.045580804     0.16188193    0.039110179
            4.4    0.029193069     0.02024387    0.027541403    0.019794135    0.029239825    0.020269546
            4.6    0.018307456   0.0082716789    0.018236755   0.0082357867    0.018311404    0.008273851
            4.8              0              0              0              0              0              0
              5              0              0              0              0              0              0
