#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.4554229     0.24551542      6.1762859     0.23978379      7.5115887      1.3786049
           -3.8      8.3855776     0.24707273      7.9898197     0.23519272      8.4186496     0.24796483
           -3.6      10.547611     0.27849218      9.9114027     0.30865096      17.091238      7.1387263
           -3.4      13.406012     0.37489666      12.754222     0.34702261      13.466305     0.37762937
           -3.2      15.960187     0.35091992      13.980073      1.6686545      16.029559       0.352599
             -3      19.575658     0.38125869       18.59166     0.36462013      19.664404     0.38278285
           -2.8      23.540888     0.41246649      22.431682     0.39712145      23.647618     0.41403987
           -2.6      29.329307     0.46386989      27.956137     0.44670621      29.463697     0.46576299
           -2.4      36.038241     0.52360083      34.303133      0.5001682      36.207709     0.52584679
           -2.2      43.339844     0.57901955       41.45233     0.55782879      43.552925     0.58216848
             -2      51.376477     0.62603239      48.849524     0.61112079      51.620277     0.62842709
           -1.8      61.093945     0.66748445      58.633124      0.6485969      61.379677     0.67014501
           -1.6      72.278861      0.7444235      69.085444     0.72641655      72.628005     0.74750696
           -1.4      83.280377     0.97844022      79.937241     0.94981007      83.678116     0.98119424
           -1.2      94.698539     0.87786146      91.181733      1.0146076      95.156792     0.88184914
             -1      105.32643     0.89552083      100.91737     0.89672867      105.82831     0.89937039
           -0.8      115.17232     0.99553105      110.57162       0.957635      115.73109      1.0015705
           -0.6      123.87966      1.1251726      118.36338      1.1472248      124.48267      1.1331946
           -0.4      129.13502      1.0123337      124.42785     0.99415058      129.82251      1.0213346
           -0.2      131.78156      1.0341809      127.62688      1.1206674      132.51788      1.0488678
              0      130.33164      1.0181492      125.67693      1.0209943      131.05647      1.0320034
            0.2       126.0557      4.0735469      124.92384      5.8196616      127.33667      1.0161832
            0.4        124.501      1.1537931      119.55061      1.1084267      124.76696      1.1846181
            0.6      115.60512     0.96932354      109.92576      1.5429011      116.16876     0.97492472
            0.8      104.83135     0.89729386      100.94871      0.8775522      105.34878      0.9017253
              1      95.322592     0.85809482       91.64529     0.93377071      99.644682      8.7278613
            1.2      83.504865      1.0043183      78.706992      1.2374089      83.887385      0.9990643
            1.4      71.242539     0.73598951       68.33837     0.72087054      71.594513     0.73915783
            1.6      60.904718     0.69297954      58.216832     0.66375251      61.195674     0.69599655
            1.8      51.846891     0.64925058      49.508077     0.61375592      52.095015     0.65249606
              2      43.660405     0.57586458      41.644056     0.56079561      43.872896     0.57841135
            2.2      35.292929     0.50939584      33.672609     0.48996413      35.457886     0.51145159
            2.4      30.822979     0.47153115      28.398778      1.1170781      30.961615     0.47346501
            2.6      24.219445     0.53460176      23.316729     0.52947425      24.337976     0.54016374
            2.8      19.746778     0.38003928      18.792573     0.36242355      19.833896     0.38148858
              3      15.811258     0.35285699      15.008422     0.32853568      15.881005     0.35435831
            3.2      11.889994     0.31816685      11.374855     0.30091962       11.94231     0.31873318
            3.4      10.182677     0.29152866      9.6744644     0.27813467      10.225025     0.29328082
            3.6      8.5635015     0.24919174      8.1638088     0.23806108      8.5950275     0.25010774
            3.8      7.0950793     0.23465541      6.7100689     0.22331808      7.1231183     0.23571006
              4      7.0950793     0.23465541      6.7100689     0.22331808      7.1231183     0.23571006
