#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8479959     0.22065811      3.7440758     0.20773832      3.8645225     0.22252613
           -3.8      4.8359739     0.19264022      4.7463441     0.18936139      4.8560207     0.19349156
           -3.6      6.8775728     0.22851778      6.7940403     0.23870866      6.9859996     0.30286994
           -3.4        8.68201     0.27463212      8.4719679     0.26810114      8.7523164     0.28707373
           -3.2      11.243746     0.28645766      10.931162     0.27945985      11.291607      0.2874799
             -3      14.098533     0.32568305      13.738312     0.31917866      14.159565     0.32712353
           -2.8      18.477343     0.38339439      13.119518      4.8129929      18.557052      0.3848597
           -2.6      22.907602     0.44295061      22.142665     0.43080705      23.044096     0.45573102
           -2.4      28.816776     0.46613632      27.630434     0.62883066       28.94596     0.46796406
           -2.2      34.893329      0.5213943      33.763328      0.5031975      35.050649     0.52340412
             -2      44.033853     0.60617578      39.528176      2.8672074      44.241126     0.60907387
           -1.8      55.309052     0.65619606      53.644541      0.6440392      62.097248      7.3081456
           -1.6      67.295318     0.72137952      64.649646     0.70403099      67.629893     0.72569579
           -1.4       80.55118     0.80716052      77.077868     0.78220914      80.949979     0.81222871
           -1.2      95.253843     0.89195961      89.882104      1.4979262      95.751996     0.90341691
             -1      111.97485     0.97171404      106.69946     0.96557299      112.53697     0.97882345
           -0.8      128.35903       1.139986      122.62007      1.1405827      128.99123      1.1442846
           -0.6      140.46031      1.0299433      134.65902      1.0082596      141.14855      1.0347299
           -0.4      151.85573      1.1031647      145.45538      1.1839742      152.60492      1.1087811
           -0.2      156.96511      1.0852931      150.22097      1.0623449      157.69976      1.0909518
              0      158.41388       1.090951      150.94169      1.0894266      159.19402      1.0960341
            0.2      150.10826       4.109758       145.3369      1.3911179      150.92176      2.6267672
            0.4      140.27127      1.0656245      134.73582      1.0403229      142.41247      8.7397727
            0.6      127.44588      1.2316647      122.24132      1.1762917      128.07325      1.2459284
            0.8      111.76353      1.0252601      106.92128     0.97443761      112.30783      1.0323209
              1      95.687056     0.86395988      91.528909     0.92919918       96.15262     0.86827442
            1.2      80.576248     0.87175594      77.438997     0.80602385      80.973931     0.87861682
            1.4       68.10603      0.7397255      65.535994     0.72203306      68.435487     0.74413422
            1.6      54.599479     0.73001659      52.662063      0.7126209      54.871418     0.73585744
            1.8      44.200971     0.59637294      42.673552      0.5826607      44.437281     0.60605231
              2      35.545197     0.56391253       34.32137      0.5505722      35.712955     0.56758023
            2.2      28.590564     0.47279916      26.727674      1.1203466      28.718192     0.47471796
            2.4      22.867903      0.4095155      21.785728     0.63391496        22.9652     0.41101589
            2.6       17.05105     0.36099998      16.538848     0.35375538      17.130082      0.3629373
            2.8      13.967821     0.32310441      13.501601     0.34226939      14.028378     0.32448399
              3      11.125253     0.29051038       10.81349     0.28482293      11.171589     0.29157067
            3.2        8.11695     0.24556751      5.6844934      2.3449575      8.1484758     0.24664476
            3.4      6.8692792     0.22191518      6.7337518     0.21777187      6.8974824      0.2226799
            3.6      5.0309023     0.19486771      4.9280753     0.19050973      5.0515556     0.19582066
            3.8      3.7100811     0.16602675      3.6717554     0.16673405      3.7550863     0.18405827
              4      3.7100811     0.16602675      3.6717554     0.16673405      3.7550863     0.18405827
