#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      108.92517      4.0518018      107.39576      5.8070729      113.76043      1.0727866
            0.2      111.11834     0.90276685      108.99962     0.89385197      111.72417     0.90692989
            0.4      112.67938     0.93354243      110.27034     0.91550237      113.28109     0.93897757
            0.6      109.97247       0.909632      107.98709     0.88969817      118.35838       12.24789
            0.8      112.18304     0.92169395      106.57604      2.9453417      112.71948     0.92593549
              1      112.99403     0.91793128      109.91452     0.90053571       113.5229     0.92157158
            1.2      117.74165     0.93555109      114.40029     0.92987029      118.30639     0.94471029
            1.4      123.47651        1.09406      118.62519      2.6204452      124.03001      1.1027812
            1.6      131.72439      1.0370628      127.26481     0.99449987      132.30805      1.0425279
            1.8      140.03239      1.2190437      135.25764       1.161352      140.63166      1.2306142
              2      158.00683      1.1089003      151.97426      1.0725136      158.73649      1.1177408
            2.2      177.66099       1.174695      170.09461      1.1368862      178.47668      1.1806738
            2.4      199.58294         1.4751      187.90169       1.970144      200.55238      1.4839559
            2.6      227.58292      1.3361862      213.42274      1.5509618      228.70862      1.3454234
            2.8       255.1869      1.4790739       237.2268      1.6765096      256.47246      1.4839693
              3      193.45548      1.2386035      181.05861      2.1797302      194.46164      1.2497524
            3.2      193.45548      1.2386035      181.05861      2.1797302      194.46164      1.2497524
