# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.025602     0.30672193      12.848071     0.30305457      13.097388     0.30804631
            0.2      34.514477      3.9801474      32.572878      5.7567421      38.580455     0.54137405
            0.4      58.778986     0.68711115      57.811116     0.66644434       59.10904     0.69075546
            0.6      75.538501     0.74747612      74.101096     0.74084925      75.928695     0.75066205
            0.8      88.631279     0.81198072       86.87401     0.85071111       95.09405      8.7155674
              1      98.209114      0.8626679      95.774613     0.84112059      98.704816     0.86641129
            1.2      108.16072     0.88780552      105.19767     0.87138899      108.69604     0.89148701
            1.4      117.75344     0.96259234      114.28813     0.93244075      118.32842     0.96764112
            1.6      125.88933      1.0689889      123.14069      1.0274802      129.34117      7.2063748
            1.8      137.80808       1.012992      133.15707      1.0080343      138.44787      1.0174734
              2      149.03664      1.2532108      140.69556      3.0467761      149.70869      1.2652887
            2.2       169.1497      1.2144634      162.56592      1.1507033      169.93274      1.2225493
            2.4      188.23117      1.4128875      179.94255      1.4584603      189.09298      1.4196981
            2.6      213.12949      1.3044472        195.601      5.1188641      214.15395       1.314984
            2.8      244.22613      1.4380312      228.56154      1.6370456      245.42743      1.4411794
              3      247.02052      1.3837026       230.8981      1.3950685      248.28992      1.3991408
            3.2       119.4816     0.97928576      113.24574     0.98290348      120.08253     0.98514441
            3.4      69.687181     0.76790033      66.874179     0.93328122      70.022516     0.77232002
            3.6      43.518344     0.59026424       40.35257      2.4240544      43.720056     0.59332933
            3.8      28.727015     0.46395254      26.675531      1.1220713      28.850517      0.4657931
              4      18.828662     0.37935086      18.201564     0.37349549      18.910789     0.38088681
            4.2      13.349481      0.3355541      12.965147      0.3605386        13.4327     0.34597234
            4.4      9.3136447     0.29911965      9.0735468      0.2874399      9.3565533     0.30104387
            4.6      6.1501117     0.21864372      5.6305518     0.46623934       6.174916     0.21940935
            4.8      4.3786073     0.17470732      4.1561311     0.24572307      4.3946154     0.17530282
              5      4.3786073     0.17470732      4.1561311     0.24572307      4.3946154     0.17530282
