# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      5.3887437    0.037829961      4.8095575    0.053087752      5.4183753      0.0378746
             10      6.2559505    0.034019433      5.8823918     0.17533576      6.3017357    0.034280357
             20       5.219658    0.031354335      4.9060083    0.034403253       5.250353    0.031937885
             30      4.2427654    0.026390841      4.0219287    0.025801456      4.2714048    0.026577476
             40      3.5970011    0.025412647      3.4373399    0.024437148      3.6197207    0.025622638
             50      2.8688774     0.08162636      2.8319565     0.02027032      2.8891234     0.02096853
             60      2.4662348    0.019765626      2.4002008    0.019582007      2.5527546     0.17462233
             70       2.092346    0.017294161      1.9988757    0.064606848       2.102661    0.017447635
             80      1.8060245    0.015916668      1.7587908    0.015528352      1.8145661    0.016124459
             90      1.5454455    0.014497346      1.5163394    0.014362208      1.5511679    0.014554038
            100      1.3162514    0.013480102      1.2903672    0.013206124      1.3204005    0.013528374
            110      1.1544388    0.012525173      1.1375718    0.012318771      1.1580125    0.012641511
            120      1.0177897    0.011366325      1.0064208    0.011280911      1.0200519    0.011396475
            130     0.87401973    0.010493167     0.86707331    0.010463027     0.87551036    0.010513325
            140     0.75634601   0.0097686803      0.7537645   0.0097324833     0.75732018   0.0097846979
            150     0.68341208   0.0091634589     0.68277532   0.0091520872     0.68703648   0.0094399628
            160     0.58996168   0.0083501539     0.58905713   0.0089730912      0.5919525   0.0084163102
            170     0.51917805    0.007892456     0.51891157    0.007885508     0.52493292   0.0085710135
            180     0.46369836   0.0073001536     0.45670071    0.011075693       0.465368   0.0073638292
            190     0.41200651   0.0068364354     0.41192569   0.0068339251     0.41729351   0.0072407479
            200     0.36865599   0.0064190001     0.36862147   0.0064174725       0.371856    0.006499168
            210     0.33146604   0.0060353128     0.33145111   0.0060340344     0.33478457   0.0061248396
            220      0.3099654   0.0058686802     0.30994671    0.005869595     0.31354152   0.0060146091
            230     0.27766823   0.0055127227     0.27764063   0.0055128877     0.27990579   0.0056039789
            240     0.25404462   0.0052364604     0.25399429   0.0052359307     0.25593736   0.0053033022
            250     0.23965027   0.0050777927     0.23958048    0.005076505     0.24203501   0.0051517502
            260     0.20927218   0.0047452654     0.20920289   0.0047449218     0.21135893   0.0048311907
            270       0.194317   0.0046177805     0.19427315    0.004618661     0.19580582   0.0046651588
            280      0.1838367   0.0044275183     0.18379772   0.0044269252     0.18521884   0.0044758135
            290     0.15380585   0.0040582489     0.15378392   0.0040585038      0.1550856   0.0041072292
