#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.6557975     0.25909783       3.242888     0.21180803      3.9025448     0.37056194
            0.2      10.118974     0.34877648      8.9952064     0.32897764      10.338063     0.38513456
            0.4      15.635703     0.37246379      14.060458     0.40230423      15.784424     0.39666816
            0.6      22.689362     0.41943069      20.705493     0.41748212      22.771436     0.42210782
            0.8      27.871461     0.45701318      25.588911     0.49149803      27.959778     0.46089788
              1      35.241217     0.50617187      32.491443     0.52653421      40.996153      8.6941069
            1.2      43.923323     0.60097417      40.262254     0.58072075      43.993147     0.60361345
            1.4      51.461721     0.66548966      45.603136       1.370148       51.54662     0.66834644
            1.6      64.587414     0.68336558      59.243172     0.77340287       64.67792     0.68471779
            1.8      80.947755     0.76813335      74.977002     0.75011506       81.08178     0.76943986
              2      104.18589       1.064643      96.697332      1.0059949      104.41113      1.0753715
            2.2      138.38293      1.0130666      129.92919     0.97964719      138.77972      1.0158701
            2.4      189.19333      1.2734475      178.19292       1.459999      189.84936      1.2676908
            2.6      258.54085      1.4792198      248.05758      1.3945058      259.77453      1.4882204
            2.8      352.62367      1.7705322       342.6456      1.7326525      354.65112      1.7796123
              3      400.00551      4.3179373      398.39286      1.8258193      406.90757       1.848394
            3.2      208.52152      1.2820073       204.1458      1.3522281      209.81091      1.2892465
            3.4      122.29441     0.96307562       118.7803     0.94653631      123.03925     0.96774087
            3.6      78.992077     0.76701616      76.203763     0.75175243      79.450541     0.77092495
            3.8      54.425041     0.64735458      52.893842       1.809596      54.738348     0.65031255
              4      37.296753     0.64279561      34.900051      1.7377655      37.510637     0.64919462
            4.2      25.448285     0.47378449      22.418678      2.3859477      25.585914     0.47719547
            4.4      18.983622     0.38028152       18.20626     0.36389401      19.080657     0.38209606
            4.6      13.216092     0.32793523      12.898913     0.32242149      19.823179      7.1413865
            4.8       9.716195     0.31536823      9.3965596     0.31277808      9.7631428     0.31714641
              5       9.716195     0.31536823      9.3965596     0.31277808      9.7631428     0.31714641
