#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.89313225    0.079444914     0.82278024    0.081349645     0.89560664    0.079744525
           -3.8      1.6366353      0.1694237      1.5419853     0.17648941      1.6422955     0.17056436
           -3.6      2.1854442     0.15286614      1.9598423     0.17745251      2.1922351     0.15357738
           -3.4      2.8987385     0.14574818      2.7536022     0.13853892      4.1222396      1.4699373
           -3.2      4.6063045     0.18758004      3.4741932     0.84240298      7.0781713      2.6734846
             -3      5.9839519     0.27106769      5.7308919     0.26305513      6.0070322     0.27268953
           -2.8      8.7956482     0.27291386       8.224957     0.26297749      8.8326219     0.27451947
           -2.6      12.185526     0.35891879      11.419893     0.32759796      13.112746      1.6195867
           -2.4      16.820084     0.35307279      11.192803      4.8105734      16.899141     0.35468374
           -2.2       23.42442     0.42914388      22.587907     0.41898602       29.48771      7.1459004
             -2      34.365232     0.52391803      33.028522     0.50630774      34.521243     0.52824543
           -1.8      45.871802     0.83191336      43.885593     0.80434493      46.106055      0.8342919
           -1.6      61.313678     0.67460371      57.440664      1.7961524      61.614889     0.67739041
           -1.4      79.921262      0.7700412      76.520142     0.74707976      80.319719     0.77322897
           -1.2      101.55704      0.8777667      96.991431     0.87384731      102.06681     0.88162476
             -1      122.32838     0.97629762      118.06279      1.0827199      122.92473      0.9807433
           -0.8      144.60309      1.0534274      138.87994      1.0272425      145.27117      1.0574759
           -0.6      163.51009      1.1881817      156.33284      1.1670114       164.2399      1.1946642
           -0.4      179.13099      1.2612103      171.63856      1.2699463      179.93718       1.268927
           -0.2      185.53006      1.2633799      178.88502      1.3168097      186.25668       1.298199
              0      185.79222      1.3445744      178.97425      1.3115069      186.88419       1.366633
            0.2      174.59613      4.1248844      170.78174      1.4296718      175.62071      2.6522301
            0.4      162.53337      1.1293581      155.05932      1.6405527      163.27694      1.1344292
            0.6      143.95133      1.0463631      137.99291      1.0253803      144.63161      1.0509825
            0.8      122.81242      1.0581792      117.92764      1.0678858      125.81279      8.7427711
              1      100.83378     0.87480994      96.785322     0.89121404      101.33867     0.87880632
            1.2      80.289522     0.78728706      76.904315     0.75711534      80.702299     0.79091037
            1.4      61.728733     0.70045465      59.099291     0.66839536      62.039733     0.70383861
            1.6      46.125916     0.59178518      44.094165     0.57027719      46.356536     0.59451551
            1.8      34.651483     0.50756752      32.044282      1.1317433      34.820067     0.50975506
              2      23.159943     0.43663982      22.027278     0.41832013       23.27279     0.43916881
            2.2      18.096686     0.47498616      17.362512     0.46591858       18.18007     0.48060462
            2.4      11.965017     0.29248958      11.366085     0.27988069      12.013524     0.29361507
            2.6      8.3804192     0.28045837      8.1717925     0.28680776      8.4112968     0.28172734
            2.8      5.9009254     0.20709036       5.625094     0.19735937      5.9227179     0.20787822
              3      4.1194918     0.22752633      3.9233799     0.20846954      4.1368193     0.22733956
            3.2      2.9370458      0.1496598      2.7698364     0.14177003      2.9469673     0.15027383
            3.4       2.124001     0.13226678    -0.27945742      2.3358361      2.1282188     0.13314346
            3.6      1.4099694     0.13853002      1.3522094      0.1345741      1.4143028     0.13950785
            3.8     0.74418867    0.071762648     0.22695768     0.48907862     0.74627891    0.071931316
              4     0.74418867    0.071762648     0.22695768     0.48907862     0.74627891    0.071931316
