# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8134246     0.17010921        3.80337     0.17047539       3.853004     0.17416747
           -3.8      4.9427615     0.20322558      4.9255306      0.2028207       4.980672     0.20617788
           -3.6      6.2694489     0.26171968      6.2514848      0.2751438      6.3388583     0.25362968
           -3.4      8.4114229     0.25235027      8.3996869     0.24907479      8.4748766     0.25087802
           -3.2        11.2523     0.29146847      11.200023     0.29034187      11.331371     0.29347398
             -3      13.477337     0.32131489      13.416025     0.32025857       13.56685     0.32323692
           -2.8      17.870857     0.37787902      17.789677     0.37642885      18.016046     0.38125133
           -2.6      22.722089     0.46361506       22.61244     0.45898063      23.057509      0.5107625
           -2.4      27.610112     0.46400347      27.483305     0.46231314      27.836753     0.46793556
           -2.2      36.754836     0.55870812       36.57461     0.55554342      37.083269     0.57025778
             -2      44.388636      0.7632574      44.001185     0.65550454       45.12067     0.98155608
           -1.8      55.035426     0.67210637      54.788399     0.67041546      55.545097     0.67811335
           -1.6      66.162092      0.7388219      65.895848     0.73622769      66.839351     0.74980026
           -1.4       80.68704     0.81137415      80.397268     0.80926531      81.558773      0.8217617
           -1.2      95.980446     0.92835943      95.630705     0.92384265      97.339707      1.0252675
             -1      111.09191      1.5441897         110.61      1.4550649      112.26329      1.4894784
           -0.8      127.10441      1.0288951      126.74192      1.0288982      128.66768      1.0493877
           -0.6      140.64621      1.0494424      140.23549      1.0467554       142.3742      1.0638603
           -0.4      151.94203      1.2097824      151.52419      1.2040081      153.91255      1.2365586
           -0.2      157.13548      1.1064312      156.71884      1.0978113      159.18272      1.1381282
              0      157.61309       2.045392      156.56207      1.5895793      160.29882      2.6580954
            0.2      150.93748      1.1070244      150.46784      1.0974154      152.99921      1.1514844
            0.4      139.06358      1.0449284      138.66209      1.0424603      140.77196      1.0579938
            0.6      128.11518      1.1911907      127.69546      1.1993874      129.63893      1.2215924
            0.8      112.58949     0.94415399      112.21383     0.94174474      113.93669     0.95970221
              1       94.51603      0.8909338       94.18886      0.8902995      95.608322     0.90502814
            1.2      80.428588      0.8094277       80.10803     0.80707489      81.318991     0.82186287
            1.4      66.144961     0.72318086      65.876789     0.72126316      66.859256     0.73288641
            1.6      53.448052     0.86424714      53.231631     0.86210494       53.92792     0.87552884
            1.8      44.331015     0.61327139      44.117288     0.61032889      44.714124     0.61843766
              2      36.037306     0.63458947      35.863762     0.63265961      36.362613     0.65410321
            2.2      28.599897      0.4721275      28.464524     0.47045318        28.8444     0.47664403
            2.4       22.56296     0.43658333      22.448791     0.43446397      22.766876     0.44256088
            2.6      17.908826     0.37079047      17.819589     0.36931345      18.060731     0.37458068
            2.8      14.294827     0.33058404      14.220116     0.32903417      14.406181      0.3329208
              3      10.915914     0.35538013      10.864104     0.35578051      11.006707     0.36388837
            3.2      8.8435683     0.26702807      8.8030936      0.2659631      8.9038866     0.26919553
            3.4      6.8133583     0.23489704      6.7786885     0.23376097      6.8593041     0.23642565
            3.6      5.1615711     0.19785518      5.1336068      0.1970262      5.2016977      0.1992359
            3.8      3.6402091     0.16388362      3.6332252     0.16353377      3.6921841     0.16953417
              4      3.6402091     0.16388362      3.6332252     0.16353377      3.6921841     0.16953417
