#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.4104233     0.19164276      4.4045569     0.19168196      4.4930925     0.19948238
           -3.8      6.8517369     0.27130481      6.8228339     0.26436726      6.9979516     0.30400678
           -3.6      8.7483051     0.30635549      8.7333857       0.306939      8.8379391     0.31011654
           -3.4      12.366242     0.32022602      12.329344     0.31919276      12.494361     0.32571394
           -3.2      17.373747     0.38313009      17.323837     0.38273559      17.544557      0.3865061
             -3      24.396276     0.45096674      24.316887     0.44982863       24.62997     0.45590694
           -2.8      30.975892     0.51225315      30.881009     0.51112184      31.311398     0.52368512
           -2.6       41.09662     0.80323857      40.939122     0.80166248      41.476575     0.81031055
           -2.4      49.436871     0.71525077      49.259541     0.71385861      49.902654     0.73056567
           -2.2      59.129331     0.70863129      58.940215     0.70484283      59.810731     0.74689605
             -2      68.599732     0.74307004      68.351848     0.74083746      69.298226     0.75286208
           -1.8      78.321466     0.88278991       78.00619     0.87413206      79.072464     0.85469274
           -1.6      86.589836     0.82562067      86.283665     0.82395727      87.552827     0.84252404
           -1.4      92.614765     0.85581081      92.272929     0.85284013      93.634313     0.86491024
           -1.2      97.899375     0.86511233      97.542286     0.86247219      98.995071     0.87397851
             -1      100.48432      0.9390967      100.11641     0.93519807      101.83995       1.016054
           -0.8      102.97354      1.8294999       101.9828      1.3053457      104.88617       2.488638
           -0.6      101.22232     0.89656638      100.87745     0.89367504      102.44893     0.90833372
           -0.4      98.748023     0.88324324      98.408528     0.88032062      99.914097     0.89354171
           -0.2      99.726705     0.87214286      99.394943     0.86979707      100.94496     0.88294193
              0      98.823816     0.94123476      98.481303     0.93855073      100.02252     0.96104194
            0.2       100.3524     0.87485884      100.00697     0.87231242      101.49914     0.88392955
            0.4      102.45351      1.0552846      101.87898     0.97707207      103.94015      1.2267598
            0.6      100.96447     0.88571141      100.62077     0.88364512      102.10036     0.89508017
            0.8       99.72179      0.8968894      99.374296     0.89301626      100.93028      0.9158323
              1      98.204483      0.8751909      97.850471     0.87270533      99.360848     0.88800856
            1.2      94.413866      0.8781874      94.140211     0.87360428      95.490201     0.90403783
            1.4      86.861082     0.83419676      86.535466     0.83142618      87.790237     0.84459344
            1.6      79.047292     0.79276068      78.746309     0.78973595      79.847935     0.80103909
            1.8      69.832895     0.75862285      69.563497      0.7559043      70.546106     0.76821945
              2      60.192556     0.70375673      59.961397     0.70172859      60.810067     0.71118744
            2.2      50.939996     0.80192097      50.735872     0.79192697      51.558469     0.84088199
            2.4      40.057592     0.57583037      39.911246     0.57441617      40.423518     0.58261976
            2.6      31.696237      1.2362364       31.45603      1.1296392      32.011739      1.3797759
            2.8       22.89659     0.46466245      22.839963     0.46460769      23.139439     0.47184108
              3      17.717975     0.44091733      17.661844     0.43935227      17.896431     0.44173688
            3.2      12.903503     0.40049507      12.867617      0.4000332      13.073252     0.41071584
            3.4      9.0642885     0.38507801      9.0114735     0.37009389      9.3352308     0.46706575
            3.6      6.2287323     0.25782763      6.2096725     0.27204779       6.280677     0.24758334
            3.8      4.7395007     0.23470005      4.7241933     0.23230954      4.8353493     0.25067034
              4      4.7395007     0.23470005      4.7241933     0.23230954      4.8353493     0.25067034
