#      ptt+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.30091558   0.0071677733     0.29915897   0.0071381819     0.30324351   0.0072114378
             10     0.89713807    0.012469685     0.89172936    0.012391061     0.90391141    0.012544978
             20      1.4436717    0.015514458      1.4359023    0.015476772      1.4536532     0.01560464
             30      1.8770335    0.017629025      1.8670041    0.017554829      1.8924439    0.017796203
             40      2.2352848    0.020082038      2.2241682    0.019968471      2.2615683    0.021018731
             50      2.5141682      0.0242996      2.5026851     0.02416162      2.5414811    0.024716906
             60       2.666596    0.024904225      2.6545454    0.025016734      2.6984639    0.025471181
             70      2.7158806     0.02107191      2.7045295    0.020988283      2.7514882     0.02159016
             80      2.7217227    0.021779777       2.711115    0.021741496       2.759285    0.022252224
             90      2.6667776    0.022973943       2.652525     0.02158152       2.708923    0.026292642
            100      2.5043012    0.020351399      2.4949101    0.020249792      2.5422836    0.021300608
            110      2.3821997    0.022429621      2.3737777    0.022348642      2.4140623    0.022704269
            120      2.2532876    0.037240086       2.233911    0.026955289      2.2980274     0.05031663
            130      2.0774125    0.019904906      2.0709383    0.019807153      2.1057797    0.020367576
            140      1.8719993    0.018394641      1.8660092    0.018369324      1.8973746    0.018870406
            150      1.6957736    0.027837458      1.6878066    0.025950735      1.7165415    0.027148883
            160      1.5285891    0.015593472      1.5239013    0.015498229      1.5479622    0.015990447
            170      1.4026665    0.016425564      1.3989839    0.016224387      1.4154038    0.015596548
            180      1.2540447    0.014965555      1.2491198     0.01455363      1.2722619    0.016761637
            190      1.1045358     0.01367187      1.1010598    0.013608685      1.1167715     0.01387524
            200     0.97860142    0.012563721     0.97521338    0.012499641     0.99025238    0.012878552
            210     0.88492303    0.012040736     0.88234072    0.012007767     0.89372446    0.012154857
            220     0.81885359    0.011033082      0.8163681    0.010998325     0.82652467    0.011140829
            230      0.7049184    0.010267271     0.70284577    0.010236437     0.71126841    0.010362115
            240     0.62914092    0.010110179     0.62720418    0.010066729     0.63514266     0.01024683
            250     0.55931622   0.0096152659     0.55756151   0.0095701965      0.5647468   0.0097496062
            260     0.50158816   0.0091938484     0.50037523   0.0091328462     0.50626867   0.0094372357
            270     0.45890587   0.0083717345     0.45755044   0.0083410403     0.46290062   0.0084664686
            280     0.39074335   0.0076812576     0.38965811   0.0076612298     0.39373124   0.0077405676
            290     0.37354555    0.007852001      0.3723295   0.0078076751     0.37683456   0.0079548966
            300     0.32932705   0.0068450952     0.32844908    0.006827797     0.33181421   0.0069055769
            310     0.29058323   0.0064502402     0.28980073   0.0064297317     0.29277936   0.0065067819
            320     0.26275536   0.0063007677     0.26203707   0.0062771691     0.26481211   0.0063611454
            330     0.23861621   0.0058415254     0.23797667   0.0058245483     0.24065493   0.0058999794
            340     0.21485078   0.0059448908     0.21426002   0.0059115945     0.21721466   0.0062334723
            350     0.18090562   0.0051832024     0.18043174   0.0051697296     0.18218011   0.0052343466
            360     0.16227941   0.0049615367     0.16201811   0.0049366599     0.16323851   0.0050258687
            370     0.14889279   0.0047191494     0.14860084   0.0047120897     0.14975721   0.0047479732
            380     0.13063181   0.0043386873      0.1303924   0.0043187543     0.13098896   0.0044421757
            390     0.12794235   0.0042813148     0.12768575   0.0042725217     0.12874926   0.0043142042
            400     0.10619181   0.0038738469     0.10591774   0.0038638642     0.10690597   0.0038996104
            410     0.10031373   0.0037253049     0.10007077   0.0037178409     0.10104745   0.0037512616
            420    0.089954936   0.0036135553    0.089752721   0.0036032851    0.090544745   0.0036428399
            430    0.081420355   0.0033829405    0.081216988   0.0033742816    0.082018662   0.0034085804
            440    0.071210778   0.0031564739    0.071041493   0.0031488573    0.071643338   0.0031765927
            450    0.074470949   0.0034141209    0.074165605    0.003376354     0.07508062   0.0034735647
            460    0.062266411   0.0033312386    0.062052932   0.0033299118    0.062777468   0.0033680503
            470    0.057938645   0.0028435692    0.057856611    0.002840243    0.058209422   0.0028544895
            480    0.048865985   0.0025823271    0.048773459   0.0025790907    0.049145543   0.0025955183
            490    0.045581718   0.0026027296    0.045355523   0.0025784868    0.045961687    0.002640103
            500    0.040862462   0.0023429979    0.040708244   0.0023329477    0.041146537   0.0023617613
            510    0.041120873   0.0025129793    0.040922919   0.0024972821    0.041418175   0.0025538512
            520    0.035671318   0.0023229607     0.03554484   0.0023088416    0.035894918   0.0023467437
            530    0.034581139   0.0022307093    0.034447407   0.0022168226    0.034831088   0.0022545271
            540    0.027882168   0.0019466777    0.027795554   0.0019398796    0.028047446   0.0019591779
            550    0.028142864   0.0019375345    0.028050059   0.0019305977    0.028313337    0.001950274
            560    0.024899416   0.0019256931    0.024730085   0.0019090111    0.025156059   0.0019510273
            570    0.020913976   0.0017866919    0.020761011   0.0017713586    0.021136454   0.0018094806
            580    0.020174242   0.0018233375     0.02005147   0.0017965827    0.020335364   0.0018580988
            590    0.017191515   0.0016372834    0.017108615   0.0016311574    0.017295387   0.0016525094
            600    0.017847665   0.0015813484    0.017748654   0.0015734812    0.017989897   0.0015942718
            610      0.0175914   0.0015656436    0.017498632   0.0015597598    0.017710541   0.0015756509
            620    0.012914314   0.0013381301     0.01285237   0.0013308123    0.012989807   0.0013469437
            630    0.012630817   0.0013507982     0.01259056   0.0013466258    0.012671997   0.0013617475
            640    0.011619914   0.0012868744    0.011561377   0.0012810177    0.011713247   0.0012969323
            650    0.011736991    0.001248775    0.011693984   0.0012445417    0.011796938   0.0012557084
            660   0.0090625296   0.0011262915   0.0089764039   0.0011102865   0.0091741702   0.0011469386
            670   0.0079693201   0.0010619804   0.0079373056   0.0010565707   0.0080098166   0.0010685213
            680   0.0061771439  0.00098903485   0.0061376911  0.00098299693   0.0062363976  0.00099802305
            690   0.0070630552   0.0010178302   0.0070378309   0.0010147805   0.0071056717   0.0010231926
            700   0.0063159718  0.00095820814   0.0062965757   0.0009560234   0.0063514277    0.000962856
            710   0.0076401447    0.001023163   0.0076089869   0.0010172761   0.0076864513   0.0010317004
            720   0.0048866838  0.00083737623   0.0048805905  0.00083302615   0.0048989357  0.00084022936
            730   0.0050889795   0.0008377146   0.0050751395  0.00083395699   0.0051098658  0.00084411756
            740    0.004957671  0.00092716082   0.0049433009  0.00092460936   0.0049770779  0.00093198426
            750   0.0060860066  0.00088576068   0.0060691335  0.00088185607   0.0061214825  0.00089173037
            760   0.0057057024   0.0011446702   0.0055300308   0.0010305443   0.0058912427   0.0012716238
            770   0.0028764669  0.00065393161   0.0028591582  0.00064980137    0.002902851  0.00066021359
            780   0.0036024568  0.00073627994   0.0035853768  0.00073219323   0.0036234047  0.00074123689
            790   0.0045403284  0.00094770976   0.0044285406  0.00088592625   0.0046567356   0.0010149011
            800   0.0045403284  0.00094770976   0.0044285406  0.00088592625   0.0046567356   0.0010149011
