#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.9303698     0.23819852      6.9043985     0.23769803      7.0041942     0.24507503
           -3.8      8.6503777     0.27329478       8.605627     0.27271864      8.7376064      0.2752213
           -3.6      10.460949     0.28690745      10.406601     0.28698635      10.602689     0.29755445
           -3.4      13.427834     0.38776884      13.354275      0.3881639      13.595181     0.39995269
           -3.2      16.308805     0.36450691      16.198925     0.36220859      16.451276     0.36885577
             -3      19.433307       0.384853      19.294872     0.38269488      19.590905     0.38772173
           -2.8      24.699353     0.42987372      24.542868     0.42744045      24.882839     0.43295396
           -2.6      29.308974     0.48696507      29.119197     0.48401428      29.547684     0.49258937
           -2.4      36.206918     0.53284101      35.979113     0.52936994      36.492357     0.53665316
           -2.2      43.668943     0.58230179      43.417277     0.57953624      44.037987      0.5871034
             -2      51.854727     0.63922818      51.576529     0.63639313      52.317115     0.64462301
           -1.8      60.317365      0.6778486      60.009262     0.67498233      60.863061     0.68333561
           -1.6      71.797195     0.76470987       71.50368     0.76238384      72.486952     0.77659184
           -1.4      81.232763     0.98447159      80.889118     0.99337917      82.022481      1.0053093
           -1.2      93.437927     0.86437514      93.106774     0.86219541      94.410967     0.87238353
             -1      105.97432     0.92293853      105.65989     0.92067445      107.13659     0.93210531
           -0.8       113.0416      1.0000172      112.77721     0.99812574       114.4117      1.0209834
           -0.6      122.88555      1.0389139      122.64124       1.036711      124.38841      1.0550735
           -0.4      126.83982      1.0116576      126.57157      1.0079679      128.55508      1.0328543
           -0.2      130.34332      1.0599529      129.92855      1.0431623      132.61561      1.1385013
              0      131.48279      1.9224576      130.47823      1.4206656      134.28672      2.5902797
            0.2      128.64321      1.0537295      128.38454       1.045484      130.53088      1.0913521
            0.4      122.76891       0.995986      122.50962     0.99347416      124.38759      1.0141208
            0.6      112.94362      1.1310857      112.68361      1.1269501      114.30842      1.1549616
            0.8      105.12914      1.0270021      104.61071     0.94872408      106.59756      1.2012398
              1      94.485323      0.8886089      94.157252     0.88662326      95.538785     0.90222579
            1.2      83.728806      1.0221215      83.365109      1.0122769       84.48817      1.0063839
            1.4      70.599854      0.7422298      70.270051     0.73937221      71.285474     0.74893221
            1.6      61.069658     0.71799249      60.746811     0.71383416       61.63516     0.72624023
            1.8      51.001518     0.64696598      50.724125     0.64353409       51.45546     0.65386226
              2      43.282613     0.58349641      43.036879     0.58034477      43.669253     0.58902947
            2.2         35.889     0.53094787      35.675113     0.52828309      36.198992     0.53660595
            2.4      30.742851     0.49704532      30.549105     0.49457366      30.987495     0.50025837
            2.6       26.23351      1.2539609      25.964064      1.1481484      26.562651      1.3968072
            2.8      19.625037     0.38492745      19.521541     0.38133502      19.755449     0.39039941
              3      16.089088     0.35992861      15.979497     0.35754683      16.215014     0.36273158
            3.2      12.691623     0.33721166      12.610281     0.33763261      12.791645     0.34155046
            3.4      9.8985635     0.27148217       9.835249     0.26999799      9.9775995     0.27381497
            3.6      8.5045504      0.2510801      8.4657524     0.25022391      8.5905727     0.25382658
            3.8      6.6322314     0.22450623      6.5903859     0.22399599      6.6876295     0.22549306
              4      6.6322314     0.22450623      6.5903859     0.22399599      6.6876295     0.22549306
