#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.004125698   0.0041254918   0.0039421924   0.0039419953   0.0042752615   0.0042750476
           -3.8    0.017923536   0.0090841404    0.017896945   0.0090750421    0.017953576   0.0090954542
           -3.6    0.031198788    0.030872017     0.02901923    0.030619982    0.032253809    0.031038847
           -3.4     0.22740145     0.13523872     0.22328556     0.13606195     0.23105177     0.13461671
           -3.2      1.1904478     0.10555999       1.185089     0.10491264      1.2045888     0.10692746
             -3      3.1000747     0.17417142      3.0918882     0.17329119      3.1285531     0.17693838
           -2.8      6.1248608     0.24523167      6.1049079     0.24507393      6.1781572     0.24613474
           -2.6      11.398179     0.30284047      11.368954     0.30209562      11.496782     0.30573576
           -2.4       19.26772     0.43968854      19.216921     0.43780665      19.467266     0.44702394
           -2.2      29.830708     0.51727198      29.742431     0.51645223      30.112614     0.52317261
             -2      42.700529     0.67628837      42.597123      0.6729478      43.122926     0.69415479
           -1.8      59.502406     0.98383563      59.337063     0.98727451      59.921345     0.96370091
           -1.6      73.657702     0.77820776       73.41075     0.77639057        74.4997     0.79158045
           -1.4        92.2881     0.84739081      91.987446     0.84534347      93.271623     0.85728422
           -1.2      110.16589     0.92757289      109.79028     0.92493792       111.3655     0.93810036
             -1      125.86605      1.0537524      125.42708       1.050139      127.48706      1.0982906
           -0.8      141.43663      1.9087768      140.31468       1.413749      143.81718      2.5494255
           -0.6      151.12462       1.110183      150.61022      1.1056643      153.05645      1.1828647
           -0.4      158.43851       1.194759      157.65097      1.1253875      160.60018      1.3585018
           -0.2      163.45502      1.1294284      162.87031      1.1264769      165.42333      1.1462675
              0      166.35929      1.5956323      165.68691      1.5150146      168.30959      1.5724026
            0.2      161.51076      1.1320991      160.93888      1.1284207      163.48412      1.1498124
            0.4        150.737      1.0909237      150.17168      1.0877398      152.52452      1.1070271
            0.6      139.51767      1.1936705      139.03227       1.184185       141.1296      1.2321671
            0.8      127.01946     0.99552215      126.56152     0.99253739      128.49907      1.0091934
              1      110.02047      1.1060853      109.65305      1.1037873      111.38031      1.1388315
            1.2      93.382285     0.89006771      93.044782     0.88658543      94.475129     0.91549736
            1.4      75.225663     0.78449554      74.985169     0.78333026      76.059585     0.79697129
            1.6      56.972383     0.71403397      56.760282      0.7092436      57.613156     0.74925826
            1.8       43.49335     0.60792847        43.3497       0.606728        43.9327      0.6177923
              2      30.841899     0.50959422      30.744053      0.5086055       31.12699     0.51451605
            2.2      19.871692     0.44637343      19.819404      0.4442635      20.019022     0.44591041
            2.4      11.959448     0.34997524      11.923001     0.34982041        12.0508     0.35323747
            2.6      5.7125942     0.67283173      5.6962023     0.66810294      5.7367413     0.69255223
            2.8      2.7467943     0.16151455       2.741616     0.16160937         2.7628     0.16256622
              3      1.2051349    0.099533914      1.2026311    0.099408518      1.2127205    0.099834221
            3.2     0.31210036     0.06309759     0.30885592    0.062592072     0.31697927    0.063789126
            3.4    0.076147719    0.036629462    0.075730881    0.036295924    0.076785812    0.036952858
            3.6    0.005033788    0.015149507   0.0044246429    0.015376537   0.0054304753    0.015000623
            3.8              0              0              0              0              0              0
              4              0              0              0              0              0              0
