#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.77410335    0.011396665     0.76231506    0.010648112     0.81594155    0.013361484
            360       1.755268    0.012043527      1.7520964    0.012021622      1.7746417    0.012207185
            380      1.9744993    0.012238475      1.9678144    0.012202471       1.990643    0.012349556
            400       1.928087    0.012860905      1.9200146    0.012796398      1.9415827    0.013213546
            420      1.8102292    0.011856474      1.8021767    0.011787869      1.8237967     0.01199919
            440      1.6377332    0.011463023      1.6299427    0.011419512      1.6504553    0.011542793
            460      1.5033171      0.0116296      1.4961177    0.011553307       1.516069    0.011817595
            480      1.3502545      0.0158913      1.3405358    0.014545492      1.3645409    0.016709872
            500      1.1956207    0.018637807      1.1836784    0.013517016      1.2138799    0.025124229
            520      1.0414551    0.010842843      1.0364299    0.010914065      1.0511886    0.011043927
            540     0.93477757   0.0086325672     0.93030965   0.0085940258     0.94401778   0.0087198989
            560     0.83949927     0.00997387     0.83602841   0.0099602233     0.84896564    0.010109299
            580     0.74704206    0.007718426     0.74398369   0.0077128704     0.75527732   0.0078251287
            600     0.65494087   0.0078608119     0.65228551   0.0078382946     0.66270619   0.0080650698
            620     0.58532406   0.0067776407     0.58302199    0.006755911     0.59202215   0.0068529037
            640     0.50123527   0.0062930117     0.49925899   0.0062743256     0.50722595   0.0063636135
            660     0.45849883   0.0063323137     0.45691006   0.0063041818     0.46449659   0.0064443854
            680     0.40283421   0.0056518388     0.40148917   0.0056349055     0.40783528   0.0057314345
            700     0.36336322   0.0053491894     0.36201824   0.0053302816     0.36808071   0.0054159574
            720     0.32612073   0.0051847961     0.32496574   0.0051675244     0.33033058   0.0052520656
            740     0.28484089   0.0049687207     0.28379216   0.0049463009     0.28881033   0.0051088308
            760     0.26329787   0.0056008666     0.26230809     0.00557112     0.26688483   0.0056795307
            780      0.2215597   0.0041926849     0.22073301   0.0041784215      0.2244797   0.0042414121
            800     0.20330918   0.0040325484     0.20255645   0.0040202237     0.20609316   0.0040842882
            820     0.18787897   0.0040941016     0.18715866   0.0040756984     0.19055418   0.0041715417
            840     0.17316833   0.0042745884      0.1724835   0.0042604081     0.17579654   0.0043799945
            860     0.14997932   0.0034924042     0.14939574   0.0034798664     0.15210377   0.0035388015
            880     0.13391934    0.003220828     0.13345467   0.0032103214     0.13570657   0.0032597565
            900     0.12311619   0.0031023031     0.12262635   0.0030916182     0.12495044   0.0031422453
            920     0.11464723   0.0030015275     0.11421621   0.0029916087     0.11631416   0.0030447964
            940     0.10271495   0.0028578086      0.1023773   0.0028444658     0.10410737   0.0029005865
            960    0.089637828   0.0027065792    0.089259544   0.0027440758    0.090877729   0.0027829253
            980    0.085675482   0.0026561517    0.085367932   0.0026384935    0.086892608   0.0027080008
           1000    0.085675482   0.0026561517    0.085367932   0.0026384935    0.086892608   0.0027080008
