#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8593451     0.18149226      3.8372474     0.18122899      3.8860097     0.18215503
           -3.8      5.6192595     0.21585869      5.5972239      0.2152274      5.6494973     0.21685787
           -3.6      7.8083279      0.6362095      7.7588582     0.65256803      7.8579145     0.63176547
           -3.4      11.282879     0.30218767      11.244095     0.30168136      11.341177     0.30527503
           -3.2      16.213639     0.39166337      16.156931     0.39070051      16.314688     0.39399809
             -3      22.443202     0.42389855      22.379557     0.42358992      22.626822     0.42973115
           -2.8      29.756428     0.49174558      29.645982     0.49020809      29.970607     0.49595086
           -2.6       37.62364     0.54635074      37.490167     0.54493841      37.933584      0.5518884
           -2.4      46.703056     0.61939672      46.565333     0.61645572      47.114711     0.62691017
           -2.2      55.908467     0.75882923       55.69359     0.75102634      56.279491     0.70364637
             -2      67.141728     0.76223337      66.909524     0.76127155      67.898387     0.77803313
           -1.8      76.932058     0.78416998      76.668721     0.78164519      77.778862     0.79505199
           -1.6      86.096712     0.86908454      85.807594     0.86696975      87.111003     0.88548939
           -1.4      94.440943     0.97420014      94.134876     0.97112956      95.615846     0.99981314
           -1.2      100.59373     0.89801063      100.25648     0.89647404      101.86555     0.91429108
             -1      103.59982      1.8431471      102.59622      1.3228474      105.75391      2.5095774
           -0.8      103.74482     0.90295023      103.38143     0.90047405      105.05956      0.9166228
           -0.6      104.61378     0.89543651      104.25119     0.89306339      105.94817     0.90947772
           -0.4      104.92671     0.91042024      104.55373     0.90741693      106.23488     0.92179346
           -0.2      105.20584     0.90391405      104.82326     0.90100841      106.53026     0.91526771
              0      105.20479     0.94577303      104.81337     0.92784507      106.71087      1.0242581
            0.2       102.9296      1.0492704      102.56315       1.046411      104.18961      1.0603684
            0.4      102.53643     0.89918288      102.17395     0.89632011      103.88256     0.91466333
            0.6      104.77018     0.92381494      104.43232     0.91667731      106.17043     0.95603125
            0.8      101.10965      1.4288963       100.6545      1.3375778      102.26835      1.3934342
              1      99.203665     0.92129084      98.903004     0.91552645      100.31144     0.94032943
            1.2      93.915264     0.97732228      93.612444     0.96964744      95.068109      1.0005245
            1.4      87.956709     0.99585651      87.458906     0.91672254      89.289955      1.1845347
            1.6      77.336976     0.77979964      77.101576     0.78042446      78.255886     0.79362976
            1.8       69.09105     0.76189685      68.856387     0.76004979      69.795026     0.77159334
              2      57.346933     0.68787237       57.16981     0.68696806      57.976016     0.70059814
            2.2      48.177903     0.65357307       47.98863     0.64728359      48.810239      0.7070498
            2.4      38.466389      0.6026139      38.331051     0.60123325      38.792846     0.60511763
            2.6      29.324252     0.48587032      29.233653     0.48507137      29.549827     0.48979273
            2.8      22.319955      0.4634461      22.251215     0.46266126      22.496212     0.47030271
              3      16.111536     0.39192429      16.049888     0.39075817      16.193893     0.39338252
            3.2      12.165673     0.34771747      12.114785     0.34183519        12.3298      0.4060311
            3.4       8.224536     0.27877094      8.1986097     0.27842971      8.2711699     0.28151439
            3.6      5.0749493     0.63778422       5.061431     0.63275975       5.123806      0.6202626
            3.8      4.0451242     0.18250675      4.0264175      0.1819135       4.071576     0.18343625
              4      4.0451242     0.18250675      4.0264175      0.1819135       4.071576     0.18343625
