# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7.0573605     0.20530073      7.0481011     0.20496504      7.0699561     0.20577449
            0.2      19.892581     0.34528951      19.864935     0.34470342      19.931725      0.3461363
            0.4      30.610768     0.43112106      30.566114     0.43035592      30.669026     0.43204657
            0.6      37.517766     0.47972043      37.460106     0.47884728      37.596028     0.48085149
            0.8      43.281252     0.51244294      43.207919     0.51150517      43.381978      0.5137028
              1       47.38097      0.5383066      47.302075     0.53735518      47.492353     0.53972578
            1.2      51.624978     0.57965971      51.520637     0.57671158      51.753759     0.60201136
            1.4       55.33621     0.59370355      55.216815     0.59229549      55.496868     0.59569088
            1.6      61.930337     0.64413061      61.776239     0.64297092      62.137843     0.64585168
            1.8      72.286196     0.76783963      72.092872     0.76306337      72.527351     0.77075846
              2      88.365899     0.77896319      88.104001     0.77570153      88.813341     0.79386344
            2.2      114.41408     0.88856412      114.01944     0.88547291      115.10773     0.89522001
            2.4      154.36899      1.0509259      153.77833      1.0467258      155.74706      1.0726777
            2.6      232.74934      1.3204418      231.70927      1.3141691      235.44041      1.3544445
            2.8      406.13415      2.6362723      403.47142      2.2429314      412.79819       3.141776
              3      740.87063      2.7667493      737.78305        2.73008      753.55025      2.8927775
            3.2      176.45007      1.3128537      175.97026      1.3089479      179.06704      1.3400744
            3.4       35.58605     0.66638613      35.516602     0.66362604      36.064032     0.68930657
            3.6       7.927454     0.26668792      7.9075699     0.26615144      7.9978351     0.26866138
            3.8      2.3412994     0.15222599      2.3353244     0.15470834      2.3689947     0.15263943
              4     0.52393265     0.07526279     0.52283906    0.074958348     0.52816507    0.076038596
            4.2     0.12246879    0.033518992     0.12239964    0.033509184     0.12328359    0.033819117
            4.4   0.0056368502    0.017867724    0.005526312     0.01780489   0.0059825336    0.018031623
            4.6    0.018866129    0.010503415    0.018851064    0.010496726    0.018890995    0.010513796
            4.8              0              0              0              0              0              0
              5              0              0              0              0              0              0
