#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0027308015   0.0077188879   0.0027156464   0.0077431553   0.0027584818   0.0077132288
           -3.8    -0.07506329    0.088995165   -0.076102886    0.090045033   -0.072571358    0.086664295
           -3.6     0.15622128    0.036882451      0.1557313     0.03675068     0.15669992    0.037004633
           -3.4     0.48757779     0.11121728     0.48166697     0.10582477     0.49433704     0.13218388
           -3.2      1.4285776     0.17848955      1.4207053     0.17594517      1.4339211     0.17973048
             -3      2.8062664      0.2089683      2.8008701     0.20907961      2.8248533     0.20959355
           -2.8      5.5060942     0.62331775      5.4789803     0.64032061       5.524192     0.61534748
           -2.6      11.236844      0.3079848      11.209166     0.30715832       11.31577      0.3102094
           -2.4      17.978843     0.39063321      17.937764     0.39095302        18.1493     0.39799097
           -2.2       28.25517     0.48776663      28.197655      0.4850737      28.466389     0.49383948
             -2       40.30417     0.68385264      40.189469     0.67671452      40.566972     0.62513763
           -1.8      53.849379     0.65850659      53.682507     0.65667291      54.438212     0.66779035
           -1.6      71.588396     0.77575603      71.406286     0.77494618      72.384163     0.78874335
           -1.4      89.751278     0.83621786      89.437203     0.83364715       90.68104     0.84616661
           -1.2      109.38741     0.99665034       109.0643     0.99715093      110.73853      1.0248133
             -1      127.59478      1.0440748      127.13945       1.040131      129.06853      1.0611869
           -0.8      143.92632       1.920699      142.73444      1.4282927      146.42339      2.5681678
           -0.6      154.47818      1.1324879      153.89893      1.1278087      156.29753      1.1474961
           -0.4      165.00199      1.1294115      164.36978       1.125652      166.99732      1.1467707
           -0.2      169.18898      1.1380145      168.51919      1.1340554      171.14863      1.1509613
              0      169.08529      1.2931813      168.44766      1.2890269      171.20903      1.3559735
            0.2      161.77741       1.124151      161.13855      1.1194493      163.80495       1.151757
            0.4      155.38792      1.0993958      154.80557      1.0958277      157.24204      1.1163608
            0.6      142.06421      1.5377811      141.48601      1.4507717      143.60339      1.5096331
            0.8      126.50303      1.1209247      125.91217      1.0463594      128.19421      1.2900036
              1      108.73252      1.0755618      108.36031      1.0686618      110.02945      1.1140957
            1.2      93.102057     0.85831184      92.831147     0.85836887       94.15636     0.87287628
            1.4      72.430422     0.77563199      72.214644      0.7735909      73.303105     0.80277363
            1.6      55.283361     0.69963093      55.116217     0.69797068      55.833325     0.70728843
            1.8      41.521001     0.60201181      41.401939     0.59477982      42.040624     0.63387036
              2      28.188416     0.52043824       28.12607     0.51875991      28.421409     0.52094568
            2.2      18.532381      0.4807157      18.463852     0.47143716      18.815542     0.52961452
            2.4      11.113806     0.32011445      11.098339      0.3199685      11.198167     0.32356708
            2.6      5.9151095     0.22601718      5.9033731     0.22579675      5.9564222      0.2279234
            2.8      3.2672338     0.17157408      3.2652366     0.17149011      3.2828894     0.17261987
              3     0.53820065      0.6109193     0.52419835     0.62400649     0.56074717     0.59223227
            3.2     0.30189018    0.085058085     0.30119135     0.08555141     0.30507035    0.083186668
            3.4     0.15631322    0.058691571     0.15500772    0.058546824     0.15700087    0.058238545
            3.6    0.029464526    0.015046461    0.029239001    0.015063015     0.03008928    0.015116494
            3.8    0.012372375   0.0088570681    0.012359397   0.0088498045    0.012444615   0.0088971308
              4    0.012372375   0.0088570681    0.012359397   0.0088498045    0.012444615   0.0088971308
