#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.300822     0.43394228      20.266766     0.43411314       20.52237     0.43622875
            0.2      58.964759      1.7316302      58.276182      1.1619016      60.297633      2.4174624
            0.4      83.477443      0.8021389        83.3072     0.80046794      84.410522      0.8120223
            0.6       103.3983      1.0092337      102.98379     0.93024076      104.80927      1.1852159
            0.8      114.77278     0.93806911      114.47603     0.93632774      115.92143     0.94773134
              1      117.81615      0.9598437       117.4574      0.9575384      118.93929     0.96813427
            1.2      124.09888     0.99459337      123.67845     0.99036564      125.33967      1.0170181
            1.4      130.30388      1.0878388      129.83757      1.0818941      131.53533       1.108889
            1.6      135.20759      1.0718716      134.74873      1.0686558      136.58211      1.0876151
            1.8      143.41526      1.2174137      142.81903       1.210808      144.80884      1.2433504
              2      157.12846      1.2112488      156.47972      1.2077017      158.76492      1.2360827
            2.2      171.36087      1.1657076      170.63369      1.1628774      173.20444      1.1812806
            2.4      192.30774      1.2460289      191.45472      1.2398772      194.60166      1.2861308
            2.6       213.6341      1.4617648      212.67645       1.464466      216.27133      1.5028944
            2.8      244.27135      1.4503187      243.28189      1.4418487      247.35154      1.4604374
              3      239.46666      1.8206043      238.61598      1.7934958      243.18596      1.8531268
            3.2      78.825285     0.97508688      78.568755     0.97251493      79.853973     0.98810568
            3.4      31.616886     0.50436795      31.498776     0.50246356      32.002935     0.51120317
            3.6      14.741688     0.36003717      14.688733     0.35860476      14.941992     0.36687538
            3.8      6.0879381     0.23956169      6.0751329     0.25537291      6.1344066     0.25654313
              4      2.9490985     0.15014027      2.9364432     0.14952178      2.9810936     0.15161432
            4.2      1.4260532    0.099915952      1.4203008    0.099550176      1.4432006     0.10104796
            4.4     0.58543151    0.066406476     0.58323908    0.066215447     0.59279487     0.06709255
            4.6     0.32511925    0.076268399     0.32292007     0.07538796     0.33354257     0.08107854
            4.8     0.20183209    0.036511081     0.20075649    0.036333311      0.2045691    0.036946311
              5     0.20183209    0.036511081     0.20075649    0.036333311      0.2045691    0.036946311
