#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.3026683     0.43108301      3.9202471     0.31466769      5.0882756     0.66501065
            0.2      10.123293     0.38726091      9.8155901     0.33654888      10.886782     0.51649592
            0.4      16.215786     0.35970548      16.054193     0.35185746      16.769224     0.38529817
            0.6      22.101897     0.40136843       22.02698     0.39956302      22.474652     0.41183626
            0.8      27.912891     0.45700344       27.82144     0.45490837      28.322179     0.46769877
              1       36.52051     0.54087865      36.418613     0.53847652      36.970945     0.55459909
            1.2      43.281397     0.57418796      43.155836     0.57315487       43.69531     0.58263599
            1.4      52.456114     0.67385099      52.272058     0.67436115      52.946055     0.69639149
            1.6      65.004678     0.70178869       64.77591     0.70007215      65.529943     0.71164755
            1.8      81.790119     0.80673174      81.522781     0.80404888      82.478388     0.81436692
              2      105.95262      1.1401404      105.64054      1.1349945       106.9708      1.1644916
            2.2      139.56472      1.0348052      139.16154      1.0315847      140.94835      1.0450361
            2.4      187.77672      1.2634074      187.28909      1.2585226      189.72112      1.2421933
            2.6       258.0324      1.8829696      257.21366      1.8111643      261.03656      1.8752274
            2.8      342.65829      1.7211939      341.63721      1.7239143      346.59287       1.745969
              3      399.36868      2.4280946      397.24666      2.0213949      404.71718      3.0258826
            3.2      206.44309      1.2858796      205.51776       1.281062      208.61307      1.2996491
            3.4      121.63238     0.97829774      121.02321     0.97462622      122.84567     0.99065717
            3.6      79.263032     0.78746189      78.813499     0.78385005      80.078047     0.79761632
            3.8      54.176957     0.66030874      53.852365     0.65848274      54.690401     0.66835479
              4       37.65383      0.6561364      37.447043     0.65254021      38.063951     0.66889067
            4.2      26.588916     0.72464895      26.440233     0.72139068      26.829525     0.73250592
            4.4      19.441241     0.41862147       19.34985     0.41616816      19.735779     0.43432687
            4.6      13.157003     0.31209473      13.079687     0.31049976      13.297476     0.31565562
            4.8      9.5883094     0.26735193      9.5411803     0.26528079      9.6685054     0.27093157
              5      9.5883094     0.26735193      9.5411803     0.26528079      9.6685054     0.27093157
