# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      114.80908     0.93314495      114.60247     0.93183179      115.99784     0.94513102
            0.2      115.31899     0.92036154      115.07695     0.91867147      116.42916     0.92872426
            0.4      111.17693     0.92252777      110.91123     0.92067647      112.25452     0.93238474
            0.6      110.10817      0.9058592      109.84206     0.90612884      111.18168     0.91611184
            0.8      110.95762     0.91656727      110.63631     0.91478271      112.03017     0.92560845
              1      114.76376      1.0151006      114.37052      1.0071864      115.76558     0.99186453
            1.2       115.6556      1.1065837      115.23485      1.1144573      116.72351      1.1275361
            1.4      121.66686     0.97053452      121.20175     0.96767311      122.82982     0.98015671
            1.6      131.76104      1.0660959      131.22597      1.0605966      133.03532      1.0781029
            1.8      142.32638      1.0783472      141.74674      1.0743315      143.82051      1.0994156
              2      156.46396      1.1799731       155.7972      1.1763032      158.06973       1.200238
            2.2      173.38429       1.358032      172.60115      1.3520403      175.26995      1.3888622
            2.4      198.59571      1.3448974        197.717       1.338103      201.00339      1.3753389
            2.6      226.28677      1.7854745      225.21411      1.7090453      229.41236      1.8007205
            2.8      251.32841      1.4362048      250.46838      1.4322064      254.90138      1.4749066
              3       192.1937      2.1887805      190.78975      1.7163888      196.42415      2.8661456
            3.2       192.1937      2.1887805      190.78975      1.7163888      196.42415      2.8661456
