#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.13328706    0.028035808     0.13282385    0.027967877     0.13454933    0.028252646
           -3.8     0.25526898    0.041230853     0.25465041    0.041056657     0.25747552    0.041695357
           -3.6      0.4369319    0.053255065     0.43518324    0.053040135     0.44134175    0.053785859
           -3.4     0.71361099    0.069186642     0.71193808    0.069033683     0.71800642    0.069555714
           -3.2      1.3501734     0.10341065      1.3467042     0.10297571      1.3610544     0.10476311
             -3      2.5093719     0.13919434      2.4999929      0.1387324      2.5357923     0.14075598
           -2.8      3.8801847     0.16993787      3.8664854      0.1693484      3.9167341     0.17157099
           -2.6      6.1855167     0.21425066      6.1675773     0.21380844      6.2378659     0.21579377
           -2.4      9.7907031     0.27602134      9.7588383     0.27509207      9.8841795     0.27875863
           -2.2      15.484741     0.37468265      15.438078     0.37264804      15.645153     0.38104296
             -2      21.862929     0.41110078      21.782965     0.41029612      22.060271     0.41577794
           -1.8      31.264631     0.51127569      31.128882     0.50936998      31.542718      0.5152448
           -1.6       45.40217     0.61737529      45.200569     0.61466128      45.806581     0.62395696
           -1.4      63.327164     0.90179225      63.045917     0.89888074      63.907364     0.91010663
           -1.2      86.354423     0.83469911      85.990473     0.83156558       87.15555     0.84245533
             -1      117.41242     0.96363974      116.96247     0.95934333      118.71915     0.98933017
           -0.8       151.5167       1.341976       150.7571      1.2887033      153.66428      1.5170703
           -0.6      187.73052      1.2773907      187.13792      1.2734795      190.20909       1.352091
           -0.4      215.07747      1.3372453      214.49671      1.3328008      217.90248      1.3924826
           -0.2      232.11282      1.4655483      231.47654      1.4609742      235.08441      1.4965484
              0      232.49722      1.3750593      231.83823      1.3739026      235.47289      1.4019225
            0.2      218.12702      2.0517957      216.86504      1.6005133      221.49982      2.6619041
            0.4      187.64262      1.3307098      186.99948       1.321144      189.74317       1.319721
            0.6      152.80091      1.6125016      152.11299      1.5290776      154.42687      1.5867257
            0.8      116.24661      0.9625147      115.77081     0.95929143      117.42581     0.97253558
              1      86.289129     0.89765858      85.909945     0.89416645      87.140254     0.91760857
            1.2      64.305797     0.74824763      64.025499     0.74757553      64.935327     0.76053441
            1.4      44.111297     0.59969986      43.923975     0.59797413      44.553431     0.60661999
            1.6      30.674073     0.50270201       30.53754      0.5005745      30.931905     0.50780598
            1.8      21.432244     0.40555526      21.338888     0.40392769      21.617559     0.40906105
              2      14.872283     0.36332981      14.823134     0.36192509      15.032921     0.36930058
            2.2      9.1315205      0.2861547      9.1315205      0.2861547      9.1849525     0.30082787
            2.4      6.2048796     0.21862332      6.1822633     0.21768066      6.2642695     0.22104879
            2.6      3.6206316     0.17808309      3.6036714     0.17791193      3.6394741     0.17832171
            2.8      2.4320049     0.12979857      2.4236683     0.12940182      2.4537415     0.13102126
              3      1.3436943    0.098124098      1.3383408    0.097760323      1.3557266    0.099061888
            3.2     0.83060208    0.076948384     0.82772719    0.076707597     0.83831353    0.077629158
            3.4     0.64662542     0.10228069     0.64286083     0.10125889      0.6590993     0.10695006
            3.6     0.21488162    0.037738134     0.21400032    0.037642929     0.21689584    0.037952666
            3.8     0.22815626    0.039565187     0.22681669    0.039322981     0.23125849     0.04014936
              4     0.22815626    0.039565187     0.22681669    0.039322981     0.23125849     0.04014936
