#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      114.06789      1.9142961      113.08837      1.3644965        116.111      2.6235987
            0.2       112.1397     0.92641568      111.89386     0.92486819      113.27709     0.93675135
            0.4      109.68695     0.92121883      109.43589     0.91975819      110.79948     0.93196956
            0.6      110.31066     0.92774655      110.02922     0.92607816      111.38128     0.93718139
            0.8      112.03528     0.91273024      111.70016     0.91018809      113.07982     0.92048803
              1       112.3793     0.95996475      112.00402     0.95603282      113.52915     0.98248866
            1.2      115.13188      0.9329961       114.7324     0.93023625      116.20363     0.94102918
            1.4        123.576      1.1246246      123.10554      1.1168923      124.78447      1.1481542
            1.6      131.37083      1.0549842      130.90063      1.0537774      132.70747      1.0766496
            1.8      142.10377      1.2555275       141.5028      1.2494345      143.55635      1.2847479
              2      157.41807      1.1489381       156.7401      1.1452796      159.08701      1.1647284
            2.2      175.73885      1.1956249      174.96787      1.1914868      177.74203      1.2174591
            2.4      198.57108      1.4060504      197.67513      1.4091723      201.02665      1.4504422
            2.6      227.16901      1.3668355      226.18948      1.3602501      230.08854      1.4111141
            2.8      252.54556      1.5616542      251.68099      1.5551447      256.00289      1.5659014
              3      192.55244      1.7221234      191.90526      1.6926367      195.77222      1.7551557
            3.2      192.55244      1.7221234      191.90526      1.6926367      195.77222      1.7551557
