# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.567789     0.31955931      13.542494     0.31986135      13.729164     0.32391383
            0.2      39.745135      1.6930763      39.099938      1.1032907      40.873389      2.3899662
            0.4      58.649985     0.68637713      58.525645     0.68535668      59.322287     0.69028017
            0.6      75.032868     0.76782527      74.873473     0.76640346      75.876687     0.77658188
            0.8      88.441346     0.94533844      88.044323     0.86027273      89.705319      1.1294702
              1      97.505729     0.86666745      97.272929     0.86523132      98.545986     0.87706343
            1.2      107.34198      0.9008102      107.02153     0.89864244      108.40959     0.90951083
            1.4      116.84297     0.97837095      116.47392     0.97664522       118.0285     0.99266066
            1.6      126.76269      1.0831675      126.31862      1.0758399      128.02192      1.1018686
            1.8      136.71318      1.0319383        136.196      1.0285031      138.04455      1.0427061
              2      150.31359      1.2949408      149.70876      1.2893034      151.83574      1.3193319
            2.2      167.07103      1.2284335      166.36806      1.2229524      168.77997      1.2489257
            2.4       188.5637      1.2379613        187.754      1.2319444      190.83506      1.2841951
            2.6      213.39905      1.4578832      212.48406      1.4612009      215.96448      1.4982068
            2.8         240.07       1.436559      239.10418      1.4284192      243.02872       1.445494
              3      245.27122      1.4192119      244.46613      1.4161536      248.82889      1.4918668
            3.2      118.43081      1.0030056      118.00151     0.99972538      120.10322      1.0344739
            3.4      69.352084       1.346782      68.982373      1.2511039      70.113833      1.3105499
            3.6      43.658126     0.64707151      43.515746     0.64902566      44.206777      0.6722313
            3.8      28.786302     0.47190148      28.670656     0.47054951      29.063834     0.47662624
              4      19.089508     0.67925344      19.014449      0.6774844      19.275057     0.68450943
            4.2      12.795503     0.33332587      12.779402     0.32447036      12.882246     0.32623106
            4.4      9.3388559     0.26993226      9.3030644     0.26883189      9.4256127     0.27245641
            4.6      6.1109721     0.21488068      6.0796155     0.21387654      6.1579079     0.21656447
            4.8      4.0841493     0.17257062      4.0697671     0.17226279      4.1170929     0.17416523
              5      4.0841493     0.17257062      4.0697671     0.17226279      4.1170929     0.17416523
