#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14709772     0.03425981     0.14633012    0.034061915     0.14949727     0.03496935
           -3.8       0.298694    0.049946142     0.29769634    0.049778045      0.3011726    0.050440325
           -3.6     0.57530876     0.07181449     0.57199782    0.069818614     0.59544941    0.078575018
           -3.4     0.77292112    0.078811384     0.76668572    0.077954684     0.78763794    0.080959986
           -3.2      1.4619016     0.12511195      1.4543169     0.12390791      1.4819655     0.12814682
             -3      2.4524321     0.14174432      2.4419343     0.14942103      2.4733494     0.13718237
           -2.8      4.3178277     0.20764474      4.3097188     0.20822044      4.3622988     0.21340411
           -2.6      6.3701792     0.21602767      6.3498548     0.21546161      6.4227978     0.21781895
           -2.4      9.4728375      0.2825816      9.4720346     0.29609304      9.5225921     0.29713611
           -2.2      14.110195     0.32990801      14.069407     0.32983589      14.257238     0.33528403
             -2      20.876159     0.43936562      20.797634     0.43902448      21.069397     0.44463128
           -1.8      32.255676     0.49882226      32.122635     0.49706328      32.523994     0.50370256
           -1.6      44.461053     0.61523563      44.273465     0.61305488      44.862985     0.62207179
           -1.4      63.351546     0.77379933      63.090417     0.76883503      63.944734     0.78314458
           -1.2      89.464314     0.98334165      88.935714     0.90231704      90.681408      1.1657541
             -1      115.09514     0.97117616      114.67406     0.96898343      116.42414      1.0016574
           -0.8      152.85779      1.5949143       152.1878      1.5104558       154.7079       1.592875
           -0.6      186.33483      1.2345483      185.72643      1.2301663      188.72613      1.3054717
           -0.4      215.12862      1.5120114      214.46081      1.5024309      217.97342      1.5675965
           -0.2      233.15498       1.340495      232.50864      1.3344945      236.07623      1.3651005
              0      235.92918      2.1467182       234.6256      1.7194876      239.52135      2.7249691
            0.2      215.88375      1.3048679      215.23573      1.3018269      218.59915      1.3249089
            0.4      187.40225      1.1998757      186.75828      1.1962869      189.54164      1.2143068
            0.6      148.68409      1.0785447      148.12787      1.0751159      150.32449      1.0908464
            0.8      118.26944      1.1392124      117.77459      1.1361736      119.47269      1.1498356
              1      87.121642      1.0246831      86.746276       1.034456      87.997726      1.0492372
            1.2      61.860722     0.70468607      61.573251     0.70214358      62.425484     0.71081643
            1.4      44.987142     0.60748258      44.784682     0.60516263      45.423264     0.61637694
            1.6      31.976672     0.60206537       31.85095     0.59848763       32.25897     0.62414299
            1.8      21.616122     0.41936908      21.531772     0.41937672      21.812483     0.42427792
              2      14.766644     0.33810268      14.701388     0.33698194      14.872211      0.3417725
            2.2      9.5573799     0.35089066      9.5287035      0.3509322       9.668963     0.36602101
            2.4      6.1079812     0.20811962      6.0865547     0.20741853      6.1629509     0.21022607
            2.6      3.6796352     0.17343811      3.6732769     0.17287016      3.7049732     0.17524401
            2.8      2.4396037     0.13424532      2.4300879     0.13371619      2.4629774     0.13559411
              3      1.3756916     0.10290607      1.3702775     0.10242441      1.3904656     0.10404021
            3.2      0.9098703    0.087775699     0.90556469    0.087250178     0.91690262    0.088755411
            3.4     0.53726531    0.069258656     0.53375438    0.069826773     0.53925852    0.069733514
            3.6     0.27148664    0.047525446      0.2627097      0.0529419     0.28119599    0.043899031
            3.8     0.11248552    0.028833453     0.11221688    0.028742239     0.11276486    0.029097558
              4     0.11248552    0.028833453     0.11221688    0.028742239     0.11276486    0.029097558
