#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.85432487    0.084273229     0.84441615    0.083038512     0.87396598    0.087180062
           -3.8      1.2812286      0.1009007      1.2704968     0.09970179      1.3010375     0.10310367
           -3.6      2.0698003     0.16435832      2.0613823     0.16618141      2.0883298     0.16714567
           -3.4      3.0157123     0.20430012      2.9898187     0.20057417      3.0652214     0.21037971
           -3.2      4.4390398     0.18360915      4.4109766     0.18225728      4.5010598      0.1866382
             -3      6.2195506     0.21707355      6.1876593     0.21578288       6.295732     0.22030124
           -2.8      8.3417541     0.26919808      8.2975351     0.26718063      8.4457979     0.27423807
           -2.6      12.544846     0.37187809      12.479267     0.37022453      12.699812     0.38153104
           -2.4      16.780858     0.35823899      16.704743     0.35799422      16.942141      0.3638722
           -2.2      24.280782     0.71343997      24.151769     0.71260468       24.51807     0.72154594
             -2      34.478517     0.52242251      34.247376     0.51954242      34.760218     0.52807419
           -1.8      46.394741     0.83428351      46.070856     0.84494275      46.759183     0.85521619
           -1.6      60.809063     0.68856156      60.433531     0.68383195      61.284225     0.69572888
           -1.4      78.813501     0.78641976      78.342584      0.7844825      79.524724      0.7971239
           -1.2      101.04602     0.88724181      100.48858     0.88383523      101.92117      0.8958489
             -1      122.13652     0.99181702      121.53426     0.98784897      123.21499     0.99944786
           -0.8      142.00077      1.0517329      141.46302      1.0485918      143.34485        1.06025
           -0.6      164.27498      1.2147722      163.85652       1.211774      166.09715      1.2385539
           -0.4      176.38848      1.1738976       176.0911      1.1718494      178.62425       1.188927
           -0.2       184.0806      1.2544095       183.6633      1.2443684      187.27502      1.3050991
              0      184.53555      1.4187569      183.88911      1.3883078       188.4362      1.5525337
            0.2      179.50849      2.0216634      178.61537      1.5611134      182.27268      2.6182236
            0.4      163.36845      1.2331491      162.75139      1.1690936      165.47788      1.3876006
            0.6      143.29952      1.0754054      142.74162      1.0719979      144.70536      1.0873836
            0.8      121.30893       1.072856      120.75559      1.0672608       122.5428      1.0966244
              1      100.78347      0.8966244      100.21695     0.89162548      101.63123     0.90459345
            1.2      79.170399     0.80774156      78.676208     0.80413468      79.845693     0.81462548
            1.4      62.721464      1.3324806      62.211165      1.2327169      63.259593      1.4679935
            1.6      45.182389     0.58951577      44.897354     0.58656225      45.573381     0.59467515
            1.8      34.840862     0.52384643       34.62264      0.5218061       35.14572     0.52928147
              2      23.647083     0.54203174      23.506706     0.53610015      23.885998     0.55017137
            2.2      17.940538     0.36970371      17.861399     0.36815043      18.181389     0.37859114
            2.4      11.894736     0.29739429       11.83986     0.29604696      12.022199     0.30072774
            2.6      8.3300404     0.30254167      8.3175905     0.29573921      8.4001241     0.31461473
            2.8      5.8594069     0.20709889      5.8268667     0.20559731      5.9340209     0.21028313
              3      3.9230213     0.20588336      3.8914389     0.20797456      3.9841621     0.20764578
            3.2      3.0273742     0.16545002       3.010389     0.16272647      3.0563739     0.17416354
            3.4      2.2278361     0.13536655      2.2096161     0.13389362      2.2646022     0.13844693
            3.6      1.4504427     0.14308821      1.4361619     0.14162599      1.4808303     0.14648843
            3.8     0.78334477      0.0808211     0.77784131    0.080097847     0.80699267    0.087508565
              4     0.78334477      0.0808211     0.77784131    0.080097847     0.80699267    0.087508565
