#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21.713358     0.39942584      21.667268     0.39867879      21.977446     0.40396323
            0.2      58.815561     0.67006026      58.693113     0.66874203      59.522158     0.67783677
            0.4      86.395891     0.80992968      86.225386     0.80816112      87.359601     0.81992523
            0.6      103.50943       0.881492      103.30562     0.88013839      104.57964     0.89031323
            0.8      113.47605     0.91995926      113.19636     0.91817969      114.59911     0.92845596
              1      120.43572      1.0209888       120.0682      1.0147557      121.44686     0.98540148
            1.2      124.22304     0.97423311      123.80579     0.97066732      125.43082     0.99522321
            1.4      129.55378      1.0145155      129.10017      1.0137008      130.77387      1.0271897
            1.6      134.53892      1.1679797      134.00994      1.1746199      135.80042      1.1888955
            1.8      142.82802      1.0566479      142.24714      1.0525882      144.22567      1.0675014
              2       156.7231      1.1114222      156.06499      1.1066008      158.31179      1.1303454
            2.2      170.32653      1.3916041      169.57821      1.3847097      172.14059      1.4221356
            2.4      191.36976       1.312633      190.54957      1.3063295      193.59592      1.3436935
            2.6      215.56382      1.7816484      214.48034      1.7055794       218.2699      1.7913272
            2.8      240.83089       1.434445       239.8864      1.4285919      244.16088      1.4830797
              3      238.14738      2.2177667      236.71344      1.7979229      242.53286      2.8214862
            3.2      81.959278     0.96199456      81.477123      0.8762929      83.403976      1.1521079
            3.4      30.869065     0.49630776      30.788201     0.49325242      31.220749     0.50623913
            3.6      13.851755     0.34638093      13.800325     0.34591103      14.039954     0.35350314
            3.8      6.5378194     0.24139591      6.5263339     0.25685052      6.5838222     0.25862731
              4      2.7208349      0.1463021      2.7100373     0.14550251       2.758568     0.14869617
            4.2      1.1562217     0.10245469      1.1424745     0.11297228      1.1723594    0.095441429
            4.4     0.80670487    0.084737482     0.79962185    0.083661503     0.82208016    0.091119779
            4.6     0.25476384    0.042161187     0.25340973    0.041892748     0.25895958    0.042920179
            4.8    0.050984271    0.029811896    0.041132056    0.037637606     0.06083948     0.02375643
              5    0.050984271    0.029811896    0.041132056    0.037637606     0.06083948     0.02375643
