#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.0458633     0.20460479      4.0351099     0.20451264      4.1016185     0.20643026
           -3.8      5.7121624     0.23028156      5.6942209       0.230115      5.7660632     0.23468529
           -3.6      8.4861587     0.28790809       8.448424     0.28036517      8.6555205      0.3206508
           -3.4      12.054842     0.31135015      12.022701     0.30996581      12.202107     0.31831325
           -3.2      17.144439     0.52133939      17.084501     0.51221944      17.280953     0.58843125
             -3      22.050005     0.72734723      21.971024     0.74318704      22.282655     0.75383289
           -2.8      30.549695     0.51103957      30.484814     0.50440677      30.804996     0.52375623
           -2.6      39.668889     0.59143465      39.539434     0.59026635      40.141263     0.60402132
           -2.4      49.655082     0.64963594      49.485793     0.64869328      50.172198     0.66248292
           -2.2      59.856512     0.78613272      59.649326     0.78216804      60.590317     0.82489856
             -2      68.639746     0.75105178      68.431827     0.74781907      69.475113     0.78110633
           -1.8      78.933305     0.83891873      78.652795     0.83608956      79.810284     0.85555552
           -1.6      86.603444     0.83949793      86.293792       0.836926      87.586879     0.85114148
           -1.4      93.253799     0.85105102       92.93242     0.84840583      94.311439     0.86071801
           -1.2      97.936526     0.87798424      97.587882     0.87521725      99.037033     0.88798218
             -1      103.72707      1.8503827      102.72875      1.3334802      105.74728      2.5285375
           -0.8      101.35917     0.88568883      101.01777     0.88326421      102.54246     0.89731038
           -0.6      100.00028     0.87376061      99.683718     0.87064036      101.11996     0.88425503
           -0.4      100.89872     0.99720962      100.34889     0.91616188      102.38592      1.1757039
           -0.2      100.70439     0.89948162      100.35517     0.89686092      101.88856     0.91153945
              0      103.71354       1.438062      103.25742      1.3478898      104.84944      1.4049566
            0.2       101.1413     0.91361067      100.79492     0.91067907       102.3319     0.92654279
            0.4      101.89339     0.88612879      101.52081     0.88315017      103.03803     0.89549933
            0.6      101.74617     0.95058248      101.38235     0.94834913      102.91165     0.97007095
            0.8      100.81326      1.0027006      100.50301     0.99422256      102.07245      1.0357176
              1      98.169793     0.90161912      97.822782     0.89959694      99.281289     0.91493678
            1.2       94.07022     0.86041492      93.730451     0.85776929        95.1324     0.87119299
            1.4      87.303197     0.84654874      86.982366     0.84376606       88.31608     0.86541051
            1.6      79.896245     0.80019128      79.614922      0.7982909      80.752109     0.80846172
            1.8      69.064938     0.92457114      68.808704     0.92253976       69.78902     0.93327597
              2      58.637859     0.73252499      58.426238     0.73252638      59.305179     0.75550419
            2.2      50.017592     0.64780791      49.834821     0.64365746      50.602528     0.67690785
            2.4      39.021846     0.56991897      38.888687     0.56833083      39.405318     0.57623493
            2.6      31.118337     0.55462766      31.002489      0.5508988      31.498685     0.57732377
            2.8      23.355318     0.50598072      23.279063     0.50503203      23.618649     0.51627415
              3      17.306359     0.37724586      17.254428     0.37695637      17.497284     0.38730184
            3.2      12.033042     0.32185768      11.999084      0.3214346      12.182427     0.32725718
            3.4      8.8110166     0.27040387      8.7864312     0.26973647      8.9090635     0.27364073
            3.6      6.0193442     0.30940021       5.975051      0.2943343      6.1717094     0.37299613
            3.8      3.6311696     0.62989013      3.6253637     0.62494223      3.6611445     0.65050359
              4      3.6311696     0.62989013      3.6253637     0.62494223      3.6611445     0.65050359
