#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.16651685   0.0073634782     0.14458169   0.0059904812     0.18815447    0.010890048
           -3.8     0.33473337    0.010513934     0.29039319   0.0089144808     0.38983926    0.015111383
           -3.6     0.58346689    0.033943403     0.51352438    0.026744076      0.6669815    0.056312324
           -3.4     0.95284438    0.021851394     0.86046862    0.021643467      1.0429278    0.026865849
           -3.2      1.5786071    0.027811713      1.3972339    0.025066435      1.7680248    0.037830082
             -3      2.6562688    0.031487014       2.378779    0.028264393       2.972951    0.044075706
           -2.8      4.2693809     0.04253214      3.8591069    0.043075211      4.7053046    0.056157516
           -2.6      6.4636652    0.048924693      5.8585995    0.042986195      7.0759958    0.070487241
           -2.4      9.9409394    0.060101882       9.106389    0.056878938      11.028314     0.28869739
           -2.2      15.037309    0.074518254      13.804222    0.066400921      16.266054     0.10321639
             -2      22.259743     0.10697424      20.548359    0.086364147      23.711231      0.1273551
           -1.8      32.400252     0.12549558      30.136355     0.14428732      34.414754     0.17046556
           -1.6      46.395178     0.14980557      43.401608     0.13948596      49.017761     0.20063025
           -1.4      65.283384     0.15916625      61.194496     0.14465245      68.920672     0.22920808
           -1.2      89.821971     0.21391061      84.490248      0.1818519      94.733621     0.26618186
             -1      120.00192     0.27889755      113.05583     0.21436758      126.64433     0.35527188
           -0.8      154.63076      0.2527508      145.65547      0.2311355      162.66736     0.35929685
           -0.6      190.46138     0.29162579      179.14148     0.29490812      200.88231     0.46045987
           -0.4      220.83058     0.29792703      207.70827     0.30594365      232.78823     0.40870076
           -0.2      237.73335     0.35631267      223.71821      0.2828937      250.59525     0.42086787
              0      237.58731     0.29357767      223.81235     0.27693902      250.37096     0.41172801
            0.2      219.98017     0.29127391      207.44819     0.32493425      231.69163     0.41119353
            0.4       190.3087     0.27578833      179.17352     0.29539113      200.72663     0.37545288
            0.6      154.53406     0.24193345      145.46392     0.22127616      162.69826     0.33637857
            0.8      119.96966     0.22770746      113.12476     0.26325348      126.22547     0.32557545
              1      90.090784     0.19851941      84.604512     0.24753765      95.045935     0.27075273
            1.2      65.421944      0.1595322      61.250331     0.15887629      69.115901     0.22164311
            1.4      46.499128     0.13437202      43.473978     0.12880253      49.439604     0.18725057
            1.6      32.664006     0.12106192      30.372689     0.11266057      34.825624     0.17126798
            1.8      22.339655     0.10467074      20.716185    0.098416452      23.927021     0.13713817
              2      15.070714    0.075221537      13.883255    0.072426221      16.216483     0.10537962
            2.2      10.077599    0.063157742      9.2153673    0.061480721      10.986543    0.085052329
            2.4      6.6024588     0.04980846      5.9850785    0.045910046      7.2739451    0.067539828
            2.6      4.2124692    0.046896581      3.8021941     0.04116339      4.6203668    0.066185939
            2.8      2.6387406    0.032326287      2.3750677    0.027806512      2.9419535    0.045614746
              3      1.6005378    0.023747647      1.4327486    0.020803204      1.7799473    0.033884372
            3.2     0.99823857    0.019402012     0.88585706    0.017795156      1.1277143    0.026061695
            3.4     0.55153993    0.016498424       0.507106    0.014468347      0.5802387    0.039268445
            3.6      0.3512824    0.012105158     0.30315787   0.0097051688     0.41215458    0.018170099
            3.8     0.18099622   0.0082072707     0.15689323   0.0072899399     0.21118552    0.011365731
              4     0.18099622   0.0082072707     0.15689323   0.0072899399     0.21118552    0.011365731
