#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      9.0054677      0.2432534      7.4072826     0.17544023      11.117521      0.3630881
            0.2      17.608711    0.095863262       15.53845    0.079995513       20.07753     0.13714065
            0.4      26.960586     0.11655025      24.140166     0.10014239      30.038938     0.16463088
            0.6      35.384742     0.12669578      31.823237     0.10467115      39.064702     0.16173018
            0.8      43.522952     0.12645344      39.365253     0.11297694      47.897165     0.18093521
              1      51.560222     0.20497513      46.963198      0.1402668      56.721725     0.21300158
            1.2      59.989159     0.17795129      54.686373     0.15435703       65.50563     0.25226662
            1.4      70.578538     0.17408848       64.63501     0.16430789      76.429441     0.25060087
            1.6      84.042345     0.18840885      77.367185     0.19494651       90.63644     0.26365326
            1.8      102.40729     0.19892119      94.711388     0.18816611      109.70653     0.28430751
              2      129.20296     0.22681991      120.11104     0.22842077      138.29178      0.4174908
            2.2      165.92541     0.26555422      155.44213     0.22648822      175.82628     0.34298916
            2.4      219.32295     0.29069761       206.8018     0.34220904      230.34148     0.38938798
            2.6      293.52117     0.36335091      278.56184     0.30968018      306.42375     0.44793846
            2.8      384.83107     0.37197903      367.07489     0.38035974      399.60894     0.56852625
              3      424.87952     0.39223933      406.41553     0.45494476      440.12227     0.53735046
            3.2      170.45936     0.24982477      162.05453     0.24353073      176.97618     0.35571861
            3.4      75.562504     0.17278679      70.755133     0.15254178      79.724692     0.23588676
            3.6      36.999486     0.13027819      34.114777     0.10505249      39.551559       0.162443
            3.8      19.045608    0.087245694      17.277079    0.081630925      20.897008     0.11809876
              4      10.272869    0.066380078      9.1954215    0.062539333      11.415915    0.088448587
            4.2        5.71569     0.04931536      5.0581043    0.048653503      6.4773429    0.064793347
            4.4      3.1922415    0.039191467      2.7994499    0.037076252      3.6602275    0.050645423
            4.6      1.7596904    0.028027875      1.5097002    0.026905117      2.0618751    0.035835252
            4.8     0.97852299    0.021728024     0.83832782    0.021054253      1.1653366    0.027319259
              5     0.97852299    0.021728024     0.83832782    0.021054253      1.1653366    0.027319259
