#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.08545     0.21178959      107.29165      0.1848564      121.65966     0.29828216
            0.2      113.83791     0.22891183       106.3451     0.29123188      119.95802     0.27693544
            0.4      113.13323     0.21357069      105.58036     0.23894863      119.43381     0.30062427
            0.6      112.53943     0.19532897      105.21345     0.18382252      119.02593      0.3584778
            0.8      113.26485      0.2014845      106.03004     0.19972042      119.63807     0.27729321
              1      115.02711     0.22350186       107.5316     0.20050662      121.20791     0.27645575
            1.2      119.10988     0.21283558      111.45647     0.19373852      125.87713     0.28911183
            1.4      125.14707     0.21618258      117.40122     0.20341784      131.79808     0.29482673
            1.6      133.85419     0.29086081      125.52802     0.20782787      141.95752     0.33162594
            1.8      145.20921     0.23520437      136.30652     0.21757898      153.25882     0.32564128
              2      160.92129     0.24307361      151.52238     0.28175125      169.82951     0.33958658
            2.2      180.34028     0.29954618       169.7186     0.24941077      190.55281     0.37521517
            2.4      204.87774     0.30552941      193.11535      0.3014283      216.09008     0.42136894
            2.6      233.20164     0.32479863      219.71757      0.3295818      246.53464     0.53923811
            2.8      261.35259     0.35189948      246.82579     0.35716414      276.18411      0.4926239
              3      196.94966     0.29474377      185.98327     0.27363081      208.12356     0.41837305
            3.2      196.94966     0.29474377      185.98327     0.27363081      208.12356     0.41837305
