#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4 -0.00074008743   0.0010995047  -0.0021601285    0.002017775 -0.00030016874  0.00086793365
           -3.8    0.010649757   0.0037476176   0.0070238969   0.0069610087    0.011681644   0.0057241209
           -3.6    0.078433835    0.036102838    0.061127876    0.048270237     0.11776653    0.018170948
           -3.4     0.51881828    0.043352835     0.46999554    0.047852783     0.52397417    0.044183326
           -3.2      1.5120142    0.031185874      1.4090183    0.037413649      1.5792919    0.043236615
             -3      3.5946944     0.10693911      3.4650478     0.16471811      3.7770715    0.067255849
           -2.8      7.0787782     0.15516104      6.5078496     0.32110023      7.7985186    0.088387276
           -2.6      12.984495    0.088672832      12.188903     0.11182861      14.021644      0.2595159
           -2.4      21.484437     0.10168947      19.998006     0.11083693      23.111898     0.15212418
           -2.2       31.85668     0.14290538      29.878603     0.12125672       34.00276     0.18198142
             -2      45.373815      0.1463871      42.508827     0.13001212      48.185771     0.20402452
           -1.8      60.383382     0.15044973      56.614102     0.17951682      63.966977     0.21964906
           -1.6      76.773964       0.171924      72.160037     0.16186515      81.106962      0.2371549
           -1.4      94.552777     0.18796766      88.929484     0.18150087      99.793886     0.26297984
           -1.2      111.57117     0.21663643      104.95007     0.19284699      117.53346     0.30693107
             -1      127.96314      0.2177238      120.22429     0.20115933      135.05668     0.30044739
           -0.8      143.09041     0.23836015      134.41714     0.21708167      150.97717     0.33664478
           -0.6       154.5302      0.2371385      145.29724     0.21717328      162.72893     0.32803887
           -0.4      162.55137     0.24210026      152.80709     0.22170953       171.2104     0.34046501
           -0.2       166.4211     0.24538816      156.41637     0.22641899      175.35172     0.33825005
              0      166.65451     0.24869163      156.70035     0.22875544      175.53714     0.34028939
            0.2      162.28916     0.26009092       152.3758     0.22918967      171.29294     0.36769911
            0.4      154.17532     0.25378785      144.76586     0.22634583      162.83101     0.34729483
            0.6      142.57082       0.243984      134.00451     0.22517453      150.25646     0.33546033
            0.8      128.49001      0.2316736      120.72684     0.20933676      135.91407     0.42750586
              1      111.78208      0.2038604      105.02594     0.18674173      117.93932     0.29642509
            1.2      94.173254     0.19002727      88.555967     0.18445306      99.335762     0.26405916
            1.4      77.214795     0.19192741      72.552006     0.17236099      81.580982     0.28185329
            1.6      60.542666     0.15790155      56.824442     0.16183087      64.143899     0.22704905
            1.8      44.917165     0.13386565      42.186288     0.23221025      47.624019     0.19361064
              2      31.832556     0.12723054      29.814633     0.11730895      33.842151     0.17595027
            2.2      21.009633    0.099800476      19.593987     0.10469839      22.297176     0.14290292
            2.4       12.84832     0.15474733      12.139262    0.079115946      13.812119     0.12271672
            2.6      7.0886612     0.13018928      6.6742483     0.19047579      7.6383285     0.10823384
            2.8      3.5462636    0.048395547      3.2646354    0.055726692      3.8677209    0.069683531
              3      1.6027585    0.084750828      1.1883502     0.16436422      1.7197966     0.13991856
            3.2     0.60642477     0.10946431      0.3803793    0.041631957     0.66057107     0.18371718
            3.4     0.16405827    0.052203725     0.11990444    0.012948551     0.24606434     0.16000494
            3.6    0.011034915   0.0038003088    0.011034915   0.0038003088    0.022418112    0.012210739
            3.8    0.002844853   0.0023840004  -0.0011204177   0.0028784374    0.002844853   0.0023840004
              4    0.002844853   0.0023840004  -0.0011204177   0.0028784374    0.002844853   0.0023840004
