#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      1.0810239    0.024692351     0.93426419     0.02592809      1.2656364    0.027854126
           -3.8       1.613092    0.029216146      1.3979301    0.029948665       1.864332      0.0338262
           -3.6      2.1776539     0.03700034      1.8945279    0.039350282      2.4989779    0.042646085
           -3.4      3.2809941     0.05101893      2.8554908     0.03843793      3.6769273    0.047039181
           -3.2      4.6111764    0.054074161      4.0823864    0.038363569      5.2807831    0.056884906
             -3      6.5009108    0.051962843      5.7769996    0.049591217      7.2734196    0.067761863
           -2.8      8.9414198    0.057743576       8.043155     0.05250427      9.8330203    0.077766297
           -2.6      12.473544    0.066899423       11.33743    0.060726412      13.508819    0.091988857
           -2.4      17.701895    0.083606611       16.17114    0.074680586       19.02898     0.11468214
           -2.2      24.734473    0.093609353      22.851547    0.088039324      26.308628     0.14251612
             -2      34.124992     0.11056277      31.727874    0.099752439      36.055921     0.15602432
           -1.8      46.875644     0.13390374      43.817305     0.13008821      49.380667     0.18267126
           -1.6      62.117911     0.15069424      58.287258     0.14632064       65.03632     0.21397591
           -1.4      81.042344     0.17524512      76.377985     0.17250179      84.790722      0.2527318
           -1.2      102.27174      0.1919703      96.473079      0.1777349      107.15707     0.27027627
             -1      124.99438     0.21744482       118.1085     0.21165736      130.84289     0.30004163
           -0.8      147.07242     0.23650118      138.68958     0.27185433      154.62477     0.32973434
           -0.6      166.11966     0.24983989      156.97324      0.2782933      175.26552     0.44424127
           -0.4       180.7236     0.31158729      170.80392     0.30449111      191.07458      0.4354188
           -0.2      192.35647     0.31422732      180.39926     0.28689354      204.81888     0.44340091
              0      192.40633     0.34605056      180.72211     0.28559285      205.02493     0.45340256
            0.2      181.04472     0.25969821      170.70321     0.24012211      191.58424     0.36388373
            0.4      165.23282     0.26272728      156.12145     0.27423356      173.79132     0.34535491
            0.6      146.89737     0.27026483      138.75382     0.24027333      154.12028     0.35047396
            0.8      125.12623     0.22724509      117.92457     0.23480541       131.1809      0.3158859
              1      102.18395     0.20724272       96.41299     0.19175632       106.8237     0.26877997
            1.2      81.273113     0.17421479      76.749403      0.2268992      84.857408     0.24004771
            1.4      62.184882     0.15612521      58.518227      0.1581205       64.96961     0.21654273
            1.6      46.725101     0.13916063      43.666126     0.13411607      49.068803      0.1982747
            1.8       34.25243     0.12302287      31.721752     0.10094856      36.281864     0.16377404
              2        24.4916     0.10296421      22.593822    0.089151519      25.958843     0.13316181
            2.2      17.456984    0.080698152      16.029983    0.070840428      18.703563     0.11208003
            2.4      12.497692    0.067991548      11.308651    0.059873356      13.656721    0.097058613
            2.6      8.8795173    0.059246798      7.9407991    0.054493106      9.7595022    0.078590517
            2.8      6.3237711    0.048763634      5.6105262    0.044148731      7.1025877    0.089960699
              3      4.5748543    0.067120857      3.9868873    0.050320452      5.1506551    0.056246772
            3.2      3.1986002    0.035869408      2.7825029    0.033953328      3.6580307      0.0471776
            3.4      2.2584503    0.031545873      1.9495626    0.030450807      2.6266263    0.039528149
            3.6       1.587216    0.027756629      1.3717394    0.027560256      1.8549865    0.033688667
            3.8      1.0225309    0.034819859     0.86813807    0.041573072      1.1996889    0.031324795
              4      1.0225309    0.034819859     0.86813807    0.041573072      1.1996889    0.031324795
