# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.3111306    0.027259418      2.8429238    0.023761241      3.7126501    0.033677498
            0.2      9.8812948    0.065623791       8.471548    0.049979605      11.122985    0.094530503
            0.4      15.627717    0.061088892      13.479866    0.053146379      17.464687    0.075116222
            0.6      21.094939    0.079053591      18.207442    0.065825707       23.57471     0.10593446
            0.8        26.2489     0.10441353      22.739127    0.080456356      29.261258     0.15755903
              1      30.894981    0.090823519      26.986131    0.085893471      34.106659     0.10989926
            1.2      36.067512    0.095594149      31.597115    0.084740297      39.765052     0.11859277
            1.4      41.773565     0.10703962      36.891188    0.093934255      45.602955     0.13619862
            1.6      48.751442     0.12950073      43.529585     0.12302938      52.797067     0.17313059
            1.8      57.677414     0.16024537      51.902635     0.12868496      61.760164     0.20757895
              2      70.653794     0.13943374      64.255763     0.13103941      75.021253      0.1633482
            2.2       89.75774     0.16822799      82.523528      0.1574758      94.361395     0.20138781
            2.4      121.05708     0.19789113      112.40555     0.17985113      126.24693     0.23892193
            2.6      176.85245     0.25681154      165.56792     0.25084587      183.04799      0.2773624
            2.8      296.31794     0.33594903      280.71101     0.35296077      304.67193      0.4196604
              3      567.09132     0.53109981      541.62328      0.5051215      597.24887     0.71717773
            3.2      322.29184      0.4198955      308.39668     0.41905543      342.15797     0.58135371
            3.4      178.26731     0.28584612      170.31012     0.27520561      188.59209     0.41076206
            3.6      108.13675      0.2271301      102.73784     0.21138081      115.13319      0.4864262
            3.8      68.251973     0.16771471      65.025592     0.22411178      72.263771     0.23553299
              4      45.362753      0.1352619      42.984404     0.13049034      48.119874     0.19203272
            4.2      30.933656     0.11430053      29.224438     0.10500018       32.94344     0.16348488
            4.4      21.219268    0.090384971       20.09579    0.081275694      22.484849     0.13044127
            4.6      15.222491    0.084380296      14.346591    0.075286889       16.34276     0.13810771
            4.8      10.827158    0.064610251       10.21853     0.05812374       11.52967    0.099021669
              5      10.827158    0.064610251       10.21853     0.05812374       11.52967    0.099021669
