# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.32259     0.20582547      107.71383     0.24198886      121.95053     0.28959256
            0.2       114.2646      0.2003351      106.64513     0.18405905      120.67185     0.27932247
            0.4      113.62994      0.2182116       106.1154      0.2005433      119.89653      0.3026213
            0.6      112.68095     0.19994868      105.17372     0.23747572       118.9148     0.28121734
            0.8      113.41464     0.19831147      106.01071     0.18118768      119.67594     0.26842596
              1       115.7021     0.20921551      108.29977     0.19449588      121.96846     0.27417299
            1.2      119.23051     0.21851966      111.70104     0.20264847      125.74806     0.30576738
            1.4      125.27169     0.21464626      117.46083     0.20002147      132.11769     0.29983148
            1.6      133.52209     0.26633746      125.31873     0.20953513      141.50335     0.42576951
            1.8      145.55916     0.22984275      136.77366     0.27049578      153.78604     0.31672367
              2      160.67089     0.25646069      151.19289     0.24966044      169.58309     0.35661404
            2.2      180.03266     0.30700267      169.43084     0.24972282      190.07998     0.38545051
            2.4      205.11013     0.30368999      193.13459     0.28351584      216.72226     0.42448602
            2.6      232.70456     0.33941474       219.0306     0.35075337      245.96437     0.50665001
            2.8      260.72667     0.35920978       246.3355     0.36255878       275.7486     0.47562223
              3      196.00836      0.3076659      185.23014     0.29249652       206.7981     0.42775011
            3.2      196.00836      0.3076659      185.23014     0.29249652       206.7981     0.42775011
