#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.9246465    0.037181638      3.6148683    0.033837875      4.2431436    0.050937088
           -3.8       5.155613    0.043403775      4.7508479    0.039872893      5.5678464    0.058522746
           -3.6      6.7087988    0.050561333      6.1929282    0.046152322      7.2094633    0.070016016
           -3.4      8.7353904     0.05969136      8.0752455      0.0544408      9.3652859      0.0782345
           -3.2       11.22602    0.071736263      10.397066    0.063312504      12.069613     0.10438936
             -3      14.328826    0.072959178      13.291822    0.066967226      15.585083     0.29360879
           -2.8      18.537715    0.082495099      17.231471    0.078466844      19.786201     0.12503964
           -2.6      23.450378     0.10653998      21.820323     0.08906185       25.11763     0.14715306
           -2.4      29.499041     0.11379135       27.51443     0.10156913      31.378468     0.16071504
           -2.2      36.584587     0.12199803      34.180702     0.11874866      38.720792     0.18548336
             -2       45.61937     0.14283558      42.675217     0.12859135      48.255743     0.19182027
           -1.8      56.088441     0.14000131      52.491636     0.13444764      59.459386     0.19315862
           -1.6      68.702131     0.17023657      64.539531     0.16052948      72.428358     0.23552608
           -1.4      82.508285     0.18004107      77.509382     0.16654553      87.169449     0.25811352
           -1.2      98.043551     0.23273072      92.012176     0.24189256      103.23968     0.29282282
             -1      113.50121     0.21740258      106.76356     0.19871357      119.85104     0.38824232
           -0.8      129.36032     0.26324589      121.77219     0.23684025      136.14104      0.3126157
           -0.6      143.48867      0.2386605      135.13895     0.22559592      151.06808     0.33079613
           -0.4      154.51357     0.27085598      145.64991     0.23074971      162.67568      0.3623793
           -0.2      160.37249     0.24418396      151.19623     0.24350099      168.81496     0.34330784
              0      160.71485     0.26069437      151.73923     0.29157709      168.71845      0.3443014
            0.2      154.57914       0.288391      145.78997     0.23856515      163.16036     0.35531763
            0.4      143.69555     0.24390194      135.61618     0.27167476      151.24368     0.32594852
            0.6      129.69945     0.22807963      122.11086     0.26897495       136.5739     0.31201254
            0.8      113.82788     0.21773369       107.1568     0.20653941      119.83871     0.29786142
              1      97.496883     0.20551342      91.580247     0.19012999      102.64524     0.27315124
            1.2      82.421422     0.19258697      77.508261     0.17767157      86.934338     0.27209173
            1.4      68.259999     0.16150888      64.044917     0.15033587      72.161701     0.22391122
            1.6      56.165714     0.17475592      52.615585     0.14915725      59.160851     0.21289213
            1.8      45.858886     0.16061468      42.785936     0.14688911      48.679344     0.22815758
              2      36.810527     0.12883812      34.534668     0.19804667      39.203601     0.17821491
            2.2      29.312723     0.10845909      27.292562     0.10075838      31.236952     0.14859904
            2.4      23.204216    0.094095112      21.573228     0.08597988      24.829696     0.13472163
            2.6      18.361087    0.083437837      17.067619    0.080075695      19.588701     0.11278163
            2.8      14.552042    0.073578679      13.471525    0.069562609      15.608398     0.10064733
              3      11.243626    0.071284069      10.387086    0.063333778      12.119364     0.10170505
            3.2      8.7365404    0.056460624      8.0740252    0.050943799      9.3694538    0.077806509
            3.4      6.6003341    0.048779389      6.0958039     0.04374234      7.0713264    0.067701137
            3.6      5.0962532    0.046098717      4.7099158    0.046974864      5.5193656    0.069904986
            3.8      3.9384523    0.038867605      3.6127071    0.033822821      4.3267365    0.081315192
              4      3.9384523    0.038867605      3.6127071    0.033822821      4.3267365    0.081315192
