# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.410994     0.06784553      12.528188    0.059719881      14.153096    0.094708068
            0.2      38.734651     0.11874401      36.374937     0.21169506      40.800814     0.16904547
            0.4      59.481063     0.13703715      55.606406     0.12965467      62.584196     0.18984245
            0.6       76.28907     0.16538236      71.380503     0.19760443       80.26412     0.22776542
            0.8      89.572078     0.18543755      83.858769     0.16802132      94.408689     0.26560887
              1      100.52493     0.23176161      93.958981      0.1928952      105.90157     0.34098328
            1.2      109.64614     0.19438918      102.73259     0.23370546      115.52316     0.27225297
            1.4      118.67287     0.20387527      111.41598     0.19129275      124.81803     0.28003695
            1.6      128.43109     0.26828977      120.58225     0.20312912      135.46764     0.31227466
            1.8      140.09874     0.25819653      131.59121     0.21475515      147.82811     0.32869613
              2      153.69388     0.24553623      144.26871     0.22995572      161.98725     0.33438775
            2.2      170.67705     0.25570884      160.67562     0.24679815      179.81841     0.35936152
            2.4      192.06826     0.31743049      181.01044     0.26743222      202.46524     0.39420724
            2.6      218.90607     0.30988672      206.31115     0.32736614      230.88581     0.43150154
            2.8      248.03728      0.3450067      234.22887     0.38733438      261.86426     0.48428412
              3      251.80076     0.32688831      237.57899     0.30202149      265.93781     0.46241477
            3.2      124.11115     0.23488869      116.63227     0.21897346      131.40627     0.32526809
            3.4      71.021659     0.18123373      66.353186     0.16722395      75.630053     0.26045692
            3.6      44.719792     0.14414743      41.701041     0.12890457      47.701423     0.20215531
            3.8      29.480203     0.10729194      27.369724    0.097000204      31.878488     0.31540478
              4      19.969377    0.086645606      18.548075    0.084056522      21.347406     0.13101537
            4.2      13.614859    0.073783166      12.536435    0.069913928      14.764253     0.10050102
            4.4      9.2640616    0.059481388      8.5292161    0.052735577      10.065392     0.10238463
            4.6      6.5049637    0.049751242      5.9665952    0.043403223      7.0783087    0.070577281
            4.8      4.5925094    0.040505513       4.216917    0.036421121      5.0180383    0.056978939
              5      4.5925094    0.040505513       4.216917    0.036421121      5.0180383    0.056978939
