#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      47.469243     0.27279838      42.045467     0.21480991      53.378652     0.39827025
            0.2      45.676134     0.15713188      40.911944     0.13983492      50.674895     0.22263702
            0.4      46.886269     0.13989463      42.184361     0.12948408      51.661363     0.19131445
            0.6      49.497694     0.15167714      44.551981     0.12676884      54.479773     0.20442223
            0.8      53.538592      0.1585266      48.379439     0.15311167      58.740814     0.22947202
              1       59.09284     0.21767882        53.7742     0.15320579      64.907329     0.23076535
            1.2      67.345045     0.17969015      61.417539     0.17246459      73.432422     0.25810962
            1.4      78.942583     0.17086497      72.307797      0.1697065      85.368023     0.23236851
            1.6      95.238252     0.20228647      87.638891     0.19172313      102.41444      0.2856987
            1.8      118.42196     0.21968644      109.61713     0.19574345      126.54816     0.29314868
              2      151.57917      0.2432805      141.51473     0.23149458      161.37861     0.43691383
            2.2      198.81186      0.2944622      186.65228     0.31662254      209.97137      0.3691296
            2.4      264.82816     0.30709537      250.53259     0.29970325      277.42078     0.42817686
            2.6      352.44622     0.38723462      335.42058     0.33515969      366.90842     0.48867991
            2.8      450.88851     0.39503927      430.76209     0.40200671      467.95053     0.60457382
              3        363.189     0.36780389      347.85636     0.43796284      375.89407     0.50474337
            3.2        363.189     0.36780389      347.85636     0.43796284      375.89407     0.50474337
