# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7.0390859    0.040626537      6.1363936     0.03609748       7.803566    0.049634341
            0.2      20.253797    0.079034824      17.703114    0.066590237      22.397999     0.10644471
            0.4      30.731266    0.085825738      26.899593    0.078108025      33.925633     0.10802858
            0.6      38.699895     0.11845221      33.976051     0.10378228      42.531801     0.14929941
            0.8      43.849601      0.1277462      38.565274     0.10724018      48.196368     0.18009145
              1      47.719927     0.13898688      42.180388     0.11443914      52.152021     0.18573276
            1.2       51.44782     0.11705496      45.721679     0.10494824      55.888152     0.14195114
            1.4      56.229739     0.12433275      50.342394     0.11946387      60.654821     0.15783181
            1.6      62.997229     0.14368689      56.909238     0.12672039      67.332653     0.18874438
            1.8      72.900168     0.15306688      66.515014     0.14534344      77.227297     0.19978948
              2      89.086907     0.16346541        81.9995     0.15116889      93.631897     0.19332135
            2.2      114.87538     0.18571785      106.72325     0.17146152      119.75702     0.22451986
            2.4      157.84318     0.24812217      147.70632     0.21115896      163.24951     0.27023248
            2.6      237.13832     0.29119895      223.83965     0.29727732      243.92683      0.3574889
            2.8      410.50631     0.42370656      391.17964     0.41178309      421.31283      0.5216091
              3      766.64292     0.60811427       735.1216     0.60169179      814.35919     0.87803175
            3.2      184.70953     0.31651236      176.04517     0.34165079      200.97769     0.52392404
            3.4      38.398496     0.15370536      36.111939     0.13938112      42.392139     0.23958395
            3.6      9.4172151    0.075998783      8.8023616    0.080035636      10.492607     0.10736462
            3.8      2.4301858    0.036087548      2.2362656    0.031150373      2.7162934    0.053433405
              4     0.67965769    0.023060265     0.62208712    0.026120339      1.0589977     0.27807952
            4.2     0.16499994    0.012266519     0.15710991   0.0080818542     0.16829541    0.015914878
            4.4    0.077969993    0.031058288    0.061672974    0.022285214     0.11171754    0.052929733
            4.6     0.00922362   0.0032725457   0.0080472334   0.0045009052    0.010334883   0.0037759713
            4.8   0.0017511531   0.0011167689  0.00047269802   0.0020093965   0.0020037101  0.00086502786
              5   0.0017511531   0.0011167689  0.00047269802   0.0020093965   0.0020037101  0.00086502786
