#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.7428837     0.22735566        4.67124     0.15882956      7.0803775     0.34586598
            0.2       11.03118     0.11142256      9.5859333    0.090328475      12.735373     0.14497267
            0.4      17.026058     0.10787728      15.135382    0.094952816       19.14318      0.1556959
            0.6      23.227436    0.099026259      20.732963     0.08670138      25.975656     0.13726896
            0.8      29.683374     0.11906619      26.606575    0.095501247      32.889823      0.1575336
              1      36.788255     0.12668938      33.234101     0.13216131       40.54489     0.17592753
            1.2       44.90445     0.14487056      40.733045     0.13705598      49.387589     0.19983992
            1.4      54.977603     0.20514781      50.310775     0.15971517      60.130604     0.21761496
            1.6      68.068354     0.18175044      62.415766     0.16862514      73.878414     0.26044337
            1.8      85.033818     0.18669105      78.418015     0.17327062      91.385332     0.26343084
              2      109.63978     0.21270849      101.73602     0.20404043      117.72751     0.40196885
            2.2      144.03595     0.25089161      134.56401     0.24213315      153.17045     0.31883945
            2.4      193.25846     0.26764785      182.01016     0.26443086      203.53243     0.36835784
            2.6      262.48393      0.3535508      249.32752     0.34356672       274.2135     0.43199267
            2.8      351.43551     0.36116238      334.89892     0.36787316      365.18852     0.54129548
              3      401.94955     0.37194376      384.57789     0.44705733      416.34506     0.53276739
            3.2      208.43141     0.28827739      198.00536     0.25802978      216.37213     0.37873848
            3.4      123.52945     0.21665015      116.59335     0.20553859      129.27155     0.30068411
            3.6      80.691993     0.17328753      75.614597     0.15569569      85.198193     0.23867318
            3.8      54.783173      0.1509483      50.972918     0.12559063       58.01243      0.1982315
              4      38.052698      0.1192494      35.232845     0.11154217      40.667501     0.16251673
            4.2      26.986513    0.097848626      24.927412    0.091465291      28.943504     0.14740905
            4.4       19.42057    0.084760421      17.823219    0.078630204      20.995543      0.1185148
            4.6      14.116097    0.072416684      12.851149     0.06542857      15.391572     0.11003887
            4.8      10.371751    0.060175421      9.3847932    0.053203106      11.435015     0.08526994
              5      10.371751    0.060175421      9.3847932    0.053203106      11.435015     0.08526994
