#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.575617    0.081636132      19.252128    0.073272903       21.73829     0.11120765
            0.2      57.886142     0.13874973      54.249436     0.22242459      61.107954     0.19516028
            0.4       85.80095     0.16842695      80.308874      0.1659856      90.331127     0.22906139
            0.6      104.34954     0.21718764      97.409425     0.25308979      109.69429     0.26466247
            0.8      115.78304     0.21276679       108.4863     0.19164015        122.027     0.30580143
              1      122.20727     0.21846497      114.68772     0.21414112      128.94862     0.38678934
            1.2      126.91495     0.22917124      118.91268     0.20714821      133.71649     0.28725995
            1.4      131.80461     0.21850374      123.51598     0.20259648      138.79565     0.29380232
            1.6      138.22457     0.27615383      129.66481     0.21168272      146.08301      0.3280987
            1.8      147.07177     0.25796698      138.08751     0.22150834      155.26568     0.33339181
              2      159.11333     0.24700054      149.41092     0.23164973      167.87173     0.33508535
            2.2      175.18313     0.26091874      164.64416     0.23853222      184.68778     0.35369555
            2.4      196.49658      0.3198082      185.07533     0.27692242      207.58715      0.4110405
            2.6      222.38671     0.31654104      209.62994     0.37405971      234.91188     0.43895763
            2.8      250.68482     0.34723831      236.56905     0.35270022      264.71258      0.4876288
              3      245.68199     0.32972387      231.74094     0.29559693      259.71113     0.46860866
            3.2      83.245639     0.18470214      78.166329     0.17872957      88.264738     0.26146343
            3.4      32.743632     0.13175658      30.414893     0.12378735      35.023344     0.18562886
            3.6      14.729967    0.085641237      13.649788     0.07833179      16.207772     0.30063091
            3.8      6.8214487    0.052030213      6.2021568     0.04643242      7.4786619    0.073417191
              4      3.2686892    0.038442926      2.9401137    0.035162397      3.7197766     0.07935028
            4.2      1.5476339    0.024052923      1.3850382     0.02074963      1.7246673     0.03433374
            4.4     0.71645846    0.015706383     0.62630126    0.012947207     0.82283218    0.022659463
            4.6     0.32644007    0.010944864     0.29071717   0.0099184282      0.3662625    0.015457809
            4.8     0.16439088   0.0090153926     0.14166675   0.0088642943     0.18920103    0.012447959
              5     0.16439088   0.0090153926     0.14166675   0.0088642943     0.18920103    0.012447959
