#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.590775    0.069809902      12.712631     0.07219923       14.32206    0.090557047
            0.2      39.023729     0.11929593      36.409917     0.10708038      41.181532     0.16856556
            0.4      59.779138      0.1440912      56.005847     0.20822264      62.991714     0.19111161
            0.6      76.678877       0.158599      71.737544      0.1549038      80.617876     0.21723872
            0.8      89.884636     0.18452051      84.145274     0.15986616      94.620068     0.26978802
              1      100.42851      0.1862448      94.011712     0.17551562      105.78344     0.25024161
            1.2      109.56105     0.20078639      102.84579     0.18569217      115.15968     0.28506753
            1.4      119.16215     0.20902323      111.60572     0.24352653      125.60255     0.28606955
            1.6      129.12882     0.22797649      121.17194     0.20460907      135.93496     0.31458288
            1.8      139.68756     0.27624787      131.29533     0.21195232      147.45634      0.3350436
              2      153.25075     0.23655265       144.3375     0.28498522      161.51003     0.33232201
            2.2      171.00135      0.2589155      160.89522     0.25224157      180.12937     0.35735597
            2.4      191.91803     0.31811464      180.74542       0.264213      202.32927     0.38867451
            2.6      218.07274     0.29982659      205.42038     0.30737796      230.97666     0.55602144
            2.8      247.82521     0.34454297      233.86146      0.3593165      261.74077     0.48486234
              3      251.15645     0.33619793      236.95279      0.3427011      265.10445     0.46425063
            3.2      123.93723     0.29675031      116.44437     0.23490443      131.22119     0.34450201
            3.4      70.920781     0.17344895      66.419882     0.16901371      75.271623     0.24365388
            3.6      44.521877      0.1302311      41.463483     0.11823447      47.383929     0.19237746
            3.8      29.455134     0.10506035      27.324369    0.095815106      31.541774     0.14542481
              4      20.100008    0.090927899      18.604511    0.083049139      21.628714     0.13157705
            4.2      13.716269    0.072550562      12.665912    0.067967978      14.820547      0.1035702
            4.4      9.3994802    0.067608907      8.6455958    0.058105017        10.2224    0.098049533
            4.6      6.5510219    0.048716174      6.0284675    0.043995803      7.0963306    0.068988645
            4.8      4.5201031    0.041993476      4.1456168    0.037416658      4.9212582    0.059341605
              5      4.5201031    0.041993476      4.1456168    0.037416658      4.9212582    0.059341605
