#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.087143    0.046511269       10.70354    0.041195781      13.475246    0.052260601
            0.2      34.505066     0.07804807      30.555184    0.069124717      38.475176    0.087695792
            0.4      53.109076    0.096263969      47.010668    0.085267046      59.268162     0.10813083
            0.6      67.675078     0.10818811      59.908764    0.095952312      75.536815     0.12184432
            0.8      78.905616     0.11645807      69.840058     0.10320561      88.120039     0.13098406
              1      87.594863     0.12239204      77.533423     0.11105569      97.832019     0.14814472
            1.2      95.486849     0.12750904      84.476086     0.11292977      106.76636     0.14327599
            1.4      102.72054     0.13201139      90.862676       0.116899      114.90474     0.14845456
            1.6      110.56559     0.13666044      97.800188     0.12102405      123.71087     0.15362779
            1.8      119.55543     0.14178306      105.77056     0.12564468      133.77042     0.15953648
              2       129.9875     0.14743491      115.00356     0.13059022      145.47023     0.16572634
            2.2      143.65741     0.15445385      127.14169     0.13688444      160.71832     0.17369346
            2.4       160.0692     0.16235401        141.751     0.14421354      178.95698      0.1831943
            2.6      180.88821     0.17166351      160.24857     0.15229093      202.15369     0.19294561
            2.8      204.20102     0.18129295      180.97755     0.16090345      228.08457     0.20373609
              3        206.802     0.18238711      183.22861     0.16177962      231.06387     0.20505092
            3.2       100.3691     0.13079069      88.437161     0.11533527      112.95371     0.14816677
            3.4      56.099581    0.099028067      49.184828    0.086885472      63.541731     0.11298956
            3.6      34.977011    0.078784046      30.538474    0.068787376      39.830757    0.090369023
            3.8      22.663073    0.063724203      19.723685    0.055453097      25.916377    0.073375864
              4      15.080289    0.052175224       13.08441    0.045251503      17.313961    0.060282633
            4.2      10.144468     0.04290176      8.7845818    0.037133297      11.676078    0.049722694
            4.4      6.9805937     0.03569732       6.027007    0.030790065      8.0653771    0.041536735
            4.6      4.6968313    0.029281898       4.051636    0.025244917      5.4330896    0.034092823
            4.8      3.2783178    0.024503056      2.8228997     0.02108901      3.8003702    0.028633228
              5      3.2783178    0.024503056      2.8228997     0.02108901      3.8003702    0.028633228
