# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.008787    0.046386176      10.638904    0.041093192        13.3767    0.052302041
            0.2      34.293578    0.077835629      30.369089    0.068945671      38.236952    0.087519007
            0.4      52.700636    0.095929251      46.644009    0.084974396       58.82056     0.10784236
            0.6      67.068458     0.10774494      59.350051    0.095403443      74.900168     0.12104212
            0.8      78.375279     0.11608147      69.354406     0.10281361      87.554349     0.13043377
              1      87.379273      0.1222622      77.300745     0.10827449      97.678406      0.1374061
            1.2      94.928092     0.12717687      83.982598     0.11263545       106.1365     0.14299954
            1.4      102.61228     0.13195097      90.770397     0.11719271      114.77406      0.1494362
            1.6      110.15503     0.13643137      97.438995     0.12081188      123.25065     0.15338791
            1.8      119.24157     0.14160106      105.48714     0.12543457      133.42551     0.15923045
              2      130.10925     0.14750013      115.11172     0.13065169      145.59946     0.16575705
            2.2      143.74907     0.15450259      127.21694     0.13689946      160.83047     0.17363072
            2.4      160.81487     0.16269622      142.41274     0.14432606      179.79502     0.18305521
            2.6       181.2713     0.17181408      160.58417     0.15241988      202.58962     0.19314638
            2.8      204.96074      0.1815731      181.65738     0.16112586      228.92059     0.20391308
              3      207.32429     0.18255201      183.72554     0.16370615      231.57562     0.21235639
            3.2      100.91394     0.13111549       88.92681     0.11567843      113.54907     0.14853638
            3.4      56.499098    0.099370252      49.539787    0.087179994      63.987112     0.11332848
            3.6      34.923975    0.078707508      30.505609    0.068896216      39.748919    0.090658671
            3.8      22.684818    0.063752669      19.738934    0.055468777      25.948859    0.073407942
              4      15.031395    0.052085454      13.047801    0.045274419      17.247554    0.060501574
            4.2      10.171263    0.043016519      8.8101445    0.037228285      11.703408    0.049867437
            4.4      6.9178033    0.035548952      5.9791923    0.030702728      7.9815538    0.041323521
            4.6       4.741225    0.029433351       4.090995    0.025379551      5.4827928    0.034280132
            4.8      3.2675131    0.024461153      2.8172512    0.021074993      3.7820498     0.02850558
              5      3.2675131    0.024461153      2.8172512    0.021074993      3.7820498     0.02850558
