#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0014252522  0.00050387753   0.0012488304  0.00044188942   0.0015973739  0.00056582188
           -3.8     0.01175833   0.0015116263    0.010342091   0.0013495333    0.013211973   0.0016797384
           -3.6    0.082124109   0.0038798979    0.071719548   0.0033972204    0.093038596   0.0044406034
           -3.4     0.36038568   0.0081225189     0.31430063   0.0070895679     0.40921824   0.0093370272
           -3.2      1.0477931    0.013866061     0.91818879    0.012152253      1.1814827    0.015846103
             -3       2.594897    0.021670239      2.2808985     0.01906656      2.9170158    0.024602346
           -2.8      5.4594329    0.031448857      4.8104364    0.027713109      6.1227589    0.035616415
           -2.6       10.16674    0.042784902      8.9768507    0.037797633      11.380762    0.048288664
           -2.4      16.813248    0.054792925      14.874721     0.04851678      18.784835     0.06171082
           -2.2      25.915416    0.067836683      22.952352    0.060142473      28.932336    0.076284469
             -2      37.055335    0.080843293      32.816388    0.071666247      41.394513    0.090924709
           -1.8      50.014233    0.093548268      44.288579     0.08294939      55.892889     0.10530013
           -1.6      64.196449     0.10554076      56.838293    0.093633952      71.769914      0.1191048
           -1.4      79.140164      0.1167062      70.043803     0.10345329      88.526877     0.13153241
           -1.2      94.002238     0.12662454      83.160828      0.1121447      105.21719     0.14247004
             -1       108.1376     0.13530365      95.618307     0.11983967      121.11167     0.15254444
           -0.8      120.37379     0.14229388      106.38003     0.12590355      134.89604     0.16038106
           -0.6      130.54228     0.14778492      115.33353     0.13071669      146.33346     0.16657536
           -0.4      137.73347     0.15150593      121.63955     0.13394903      154.46347     0.17084111
           -0.2      141.06527     0.15319221      124.57704     0.13542693      158.19992     0.17270554
              0      141.20314     0.15325486      124.68645     0.13546476      158.37713     0.17270528
            0.2       137.5626     0.15141516      121.51774      0.1341829      154.22326     0.17153086
            0.4      130.55425     0.14779392      115.32463     0.13067268      146.38459     0.16652227
            0.6      120.72766     0.14248885      106.69155     0.12608007      135.29888     0.16059376
            0.8      107.95252     0.13519196      95.440339     0.11963657       120.9252     0.15217338
              1      94.072727      0.1266915      83.209957      0.1121717      105.31437     0.14261705
            1.2      79.046493     0.11661297      69.938717     0.10328028       88.45917     0.13123724
            1.4      64.245027     0.10555633      56.871075    0.093556905      71.842423     0.11871462
            1.6      49.835075    0.093377148      44.122492    0.082742683      55.706892     0.10497594
            1.8      36.986518    0.080795645      32.756132    0.071627802      41.315097    0.090934416
              2      25.961538    0.067914362      23.007315     0.06461006      28.946732    0.093537224
            2.2      16.817244    0.054813534      14.871846     0.04854024      18.800205    0.061920618
            2.4      10.125505    0.042653423      8.9417307    0.037691531      11.332125    0.048240613
            2.6      5.4703098    0.031493961       4.825187    0.027839916      6.1243234    0.035964182
            2.8      2.6173898    0.021824556      2.3018258    0.019273909      2.9399456     0.02520545
              3      1.0783623    0.014009063      0.9411919    0.012242365      1.2228206    0.016052064
            3.2     0.33971154   0.0078863527      0.2975068   0.0069098687     0.38366998   0.0089985131
            3.4    0.076197009   0.0037371786    0.066064574    0.003244048    0.087155204   0.0043209676
            3.6    0.013361739   0.0015834066    0.011754835    0.001406826    0.014947596   0.0017691001
            3.8   0.0012470957  0.00053444283   0.0011107435  0.00047755665   0.0013669478  0.00058337438
              4   0.0012470957  0.00053444283   0.0011107435  0.00047755665   0.0013669478  0.00058337438
