#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0073044174   0.0011406957      0.0064858   0.0010143978      0.0080601   0.0012627296
           -3.8    0.032424487   0.0024164894    0.029027087    0.002166909    0.035507657   0.0026530832
           -3.6     0.13130136   0.0048883789     0.11756911   0.0043600542     0.14349329   0.0054605596
           -3.4     0.45111741   0.0089919951     0.40158916   0.0080226003     0.49819857   0.0099760146
           -3.2      1.1540053    0.014375537      1.0279682    0.012821412      1.2739475    0.015974662
             -3      2.7096024    0.021998115      2.4104945    0.019606589      3.0003708    0.024482656
           -2.8      5.3982755    0.031022792      4.8104342     0.02769698      5.9680036    0.034518564
           -2.6      9.7971368     0.04174405      8.7213367    0.037232621      10.854873     0.04661983
           -2.4       16.05188    0.053356848      14.287685    0.047569064      17.798266    0.059538426
           -2.2      24.557312    0.065858906      21.842547    0.058670244      27.269203    0.073612474
             -2      35.258259    0.078705146        31.3412    0.070225481      39.197743    0.088639672
           -1.8      47.977781    0.091522142      42.597892    0.081363522      53.435342     0.10246162
           -1.6      62.344404      0.1039565      55.288844    0.092374797      69.552492     0.11688059
           -1.4      77.740171      0.1156455      68.855122     0.10254549      86.875508     0.12997162
           -1.2      93.399962     0.12625166      82.618629       0.111791      104.55561     0.14199927
             -1       108.3716     0.13550576       95.76887     0.11988044      121.46012     0.15275646
           -0.8      121.92255     0.14324001      107.64731     0.12658374      136.79832     0.16158672
           -0.6      132.66193     0.14902125      117.06077     0.13189542      148.93936     0.16915648
           -0.4      140.69094     0.15317872      124.06385     0.13518915      158.08181     0.17310491
           -0.2      144.41381     0.15503085      127.33108     0.13687317      162.28542     0.17546991
              0      144.65189     0.15516214      127.53615     0.13693991      162.56316     0.17549565
            0.2      140.18759      0.1529109      123.61041     0.13492582      157.53788     0.17272308
            0.4      132.57461     0.14899616      116.97413     0.13158507      148.86553     0.16830395
            0.6      121.57005     0.14305513      107.32852     0.12642391      136.40835     0.16148877
            0.8      108.38638     0.13552075      95.769042     0.11984419      121.49552     0.15271859
              1      93.267163     0.12618901      82.508939     0.11179353      104.38902     0.14218021
            1.2      77.775118     0.11566187      68.880324     0.10255735       86.92826     0.13000941
            1.4      62.395585     0.10398819      55.327886    0.092320751      69.619954     0.11666369
            1.6      48.002922    0.091544311      42.607395     0.08135334      53.485067     0.10250289
            1.8        35.2184      0.0786592      31.287415     0.06997243       39.18557    0.087964721
              2      24.633221    0.065956992      21.909745    0.058756689      27.355857    0.073670842
            2.2      16.031623    0.053325521      14.263602     0.04752961      17.786334    0.059480247
            2.4      9.7829751      0.0417313      8.7088615     0.03721007      10.839203    0.046556536
            2.6       5.387657    0.030985842      4.7963231    0.027641309      5.9640215    0.034497247
            2.8      2.6799766    0.021877527      2.3834228     0.01949366      2.9685495    0.024361435
              3      1.1502718    0.014350287      1.0463621    0.026752583      1.2200096    0.056162377
            3.2     0.44932628   0.0089988714     0.39987928   0.0080309901     0.49664717   0.0099889633
            3.4     0.13896209   0.0049816093     0.12418563   0.0044621769     0.15241003   0.0054771726
            3.6    0.037234713   0.0025754242    0.033433365   0.0023172841    0.040482231    0.002813902
            3.8   0.0062354783   0.0010539325   0.0055389173  0.00093769899   0.0068696652   0.0011654259
              4   0.0062354783   0.0010539325   0.0055389173  0.00093769899   0.0068696652   0.0011654259
