# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      2.9155025    0.023002478      2.5203291     0.01988585      3.3632514    0.026707464
           -3.8      3.8660645    0.026503447      3.3444261    0.022917576       4.455567     0.03071962
           -3.6      5.1179615    0.030424623      4.4360258    0.026370507      5.8840135    0.035172878
           -3.4      6.7183588    0.034857609      5.8382609    0.030281425      7.6971078    0.040319878
           -3.2      8.8414361    0.039902969      7.6945841    0.034733255      10.110589    0.045900094
             -3      11.399732    0.045227665      9.9387728    0.039433882      13.005723    0.051878252
           -2.8      14.568987    0.051039732      12.719776    0.044584933      16.590649    0.058509749
           -2.6      18.799141    0.057862009      16.443731    0.050631357      21.356672    0.066075568
           -2.4      23.821538    0.065008566      20.875296    0.056995715      26.997802    0.074057804
           -2.2       29.96704    0.072755567      26.315218    0.063921141      33.868143    0.082655737
             -2      37.479409    0.081157247      32.972111     0.07147527      42.259113    0.091990203
           -1.8      46.475874    0.090138628      40.948499     0.07948471       52.29531     0.10193827
           -1.6      57.052873    0.099571651       50.35507     0.08796153      64.047825     0.11235585
           -1.4        69.0553     0.10918292      61.037062    0.096622876      77.370003     0.12293492
           -1.2      82.307163     0.11879599       72.83579     0.10524252      92.069588     0.13353112
             -1      96.341491     0.12806465      85.347889     0.11363989      107.60694     0.14392908
           -0.8      110.20337     0.13648184      97.703359     0.12114161      122.95153     0.15305521
           -0.6        122.406     0.14339942       108.6219     0.12961515      136.36709     0.16982798
           -0.4      132.19814     0.14866731      117.30446     0.13206549      147.29948     0.16652474
           -0.2      137.46077     0.15141349      122.01355     0.13455373      153.08151     0.16963602
              0      137.16803     0.15126601        121.749     0.13444591      152.77123      0.1695216
            0.2      131.68855     0.14840068      116.86994     0.13186144      146.69425      0.1663255
            0.4      122.22225     0.14329936      108.41585      0.1272484      136.25418     0.16059608
            0.6      110.13949      0.1364507      97.644167     0.12122328      122.88162     0.15350255
            0.8      96.191346     0.12797947      85.204683     0.11350778      107.45232     0.14382018
              1      82.189929      0.1187189      72.743515     0.10555955      91.919533     0.13457647
            1.2      68.834526     0.10902174      60.832908    0.096448649      77.136129     0.12277353
            1.4      57.282759    0.099769903      50.564432    0.088162493      64.296821     0.11261042
            1.6      46.580723    0.090245346      41.045344    0.079588166      52.404473     0.10210029
            1.8       37.56465    0.081238238      33.040412    0.071506043      42.362958    0.092044314
              2      29.991233    0.072788159      26.338669    0.063953266      33.891366    0.082746057
            2.2      23.932274    0.065155286      20.980693    0.057181156      27.106818    0.074347727
            2.4      18.770468    0.057820591      16.423038    0.050651256      21.314707    0.066248723
            2.6      14.637582    0.051163025      12.781628    0.044690785      16.666415    0.058633592
            2.8      11.345446    0.045100607      9.8837267    0.039307727      12.957129    0.051781579
              3      8.7427629     0.03971604       7.606728    0.034544583      9.9999693    0.045778581
            3.2      6.6873111    0.034744299      5.8123881    0.030189525      7.6599454    0.040062373
            3.4      5.1627314    0.030555069      4.4745824    0.026480529      5.9368054    0.035319842
            3.6      3.8966552    0.026585028      3.3706231    0.022982084      4.4904758    0.030836365
            3.8      2.9724783    0.023240986      2.5675498    0.020067718       3.432366    0.026985129
              4      2.9724783    0.023240986      2.5675498    0.020067718       3.432366    0.026985129
