#      ptt+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.24899823  0.00094003111      0.2207377  0.00083416965     0.27828703   0.0010535794
             10     0.73713735    0.001607686     0.65354079   0.0014278695     0.82374547   0.0018071703
             20      1.1815612   0.0020240556      1.0473274   0.0017959814       1.320777   0.0022694793
             30      1.5613776   0.0023158003      1.3837955   0.0020544797      1.7455892   0.0025973857
             40      1.8637694   0.0025208477      1.6515122   0.0022361798      2.0839227   0.0028293405
             50       2.079673   0.0026558196      1.8427442   0.0023557766      2.3252504   0.0029804548
             60      2.2165171   0.0027371609      1.9638753   0.0024279412      2.4781971   0.0030725569
             70      2.2795799   0.0027739212      2.0194558   0.0024606145      2.5488327   0.0031166807
             80       2.269069   0.0027686182      2.0096082   0.0024545707       2.537643   0.0031090407
             90      2.2256913   0.0027435556      1.9705143   0.0024331235      2.4898998   0.0030884884
            100      2.1323762   0.0026890532      1.8874493   0.0023825116      2.3859502   0.0030213265
            110       2.018013   0.0026198323      1.7860175   0.0023216258      2.2579111   0.0029482107
            120      1.8848725   0.0025366262      1.6676699   0.0022473325      2.1094559   0.0028542582
            130      1.7373081   0.0024398817       1.536499   0.0021598571      1.9451447   0.0027439511
            140      1.5966681    0.002343683      1.4117992   0.0020745481      1.7878279   0.0026383523
            150      1.4573434   0.0022430058      1.2885091   0.0020393868      1.6313794   0.0027458448
            160      1.3282169   0.0021450021      1.1734002   0.0018970898      1.4884865   0.0024169763
            170      1.2023906   0.0020441293       1.062116   0.0018078573      1.3473972   0.0023052356
            180      1.0822427   0.0019423832     0.95544442   0.0017162761      1.2134853   0.0021904048
            190     0.97459297   0.0018460311     0.86011257   0.0016307859      1.0931164     0.00208495
            200     0.88004282   0.0017561494     0.77647169   0.0015511216     0.98721257   0.0019821848
            210     0.79003497   0.0016662551     0.69686365   0.0014722252     0.88643279   0.0018858585
            220     0.70709715   0.0015777694     0.62339686   0.0013927846     0.79375414   0.0017852839
            230     0.63420539   0.0014956035     0.55880285   0.0013190621     0.71239039   0.0016913198
            240     0.57106352   0.0014201723     0.50308164   0.0012526456     0.64148805   0.0016066519
            250     0.51273176   0.0013470361     0.45171818   0.0011899776     0.57584803   0.0015310707
            260     0.46006534   0.0012769304     0.40503125   0.0011252535     0.51709692   0.0014473161
            270     0.41368229   0.0012112438     0.36422003   0.0010815826     0.46480922    0.001413762
            280     0.37183015   0.0011489319     0.32710386   0.0010113484     0.41821552   0.0013016028
            290     0.33343253   0.0010888019     0.29330922  0.00095841775     0.37499226   0.0012362157
            300     0.30104663   0.0010344972     0.26466548  0.00091054691     0.33878539   0.0011732042
            310     0.27114546  0.00098275137      0.2384652  0.00086480934     0.30497622   0.0011159046
            320     0.24425535  0.00093268733     0.21456742  0.00081989069     0.27508916   0.0010590852
            330     0.21890181  0.00088329882     0.19231274  0.00077726614      0.2464381   0.0010065995
            340     0.19758095  0.00083929893     0.17356825  0.00073789121     0.22246058  0.00095200121
            350     0.17819059   0.0007975768     0.15650417  0.00070154699     0.20063402  0.00090675081
            360     0.16251775    0.000761531     0.14274804  0.00066975718     0.18296163  0.00086597105
            370     0.14737642  0.00072577188     0.12951541  0.00063846743     0.16576824  0.00082814447
            380      0.1322819  0.00068783623     0.11613336  0.00060373826      0.1489696   0.0007814238
            390     0.11965954  0.00065444716     0.10509726  0.00057518063     0.13466567  0.00074526223
            400     0.10925508  0.00062534502    0.095902991  0.00054920835     0.12303402  0.00071169125
            410      0.1005063  0.00059968614    0.088248071  0.00052780329     0.11312449  0.00068490315
            420    0.090032172  0.00056795439    0.079002473  0.00049868217     0.10141936  0.00064772369
            430    0.080908281  0.00053863271    0.071029776  0.00047293517    0.091065057  0.00061337959
            440    0.073919933  0.00051472237    0.064896803  0.00045457979    0.083181161  0.00059374897
