#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.58738813    0.011949373     0.47507849   0.0096406851     0.73046161    0.015033414
           -3.8     0.91181826    0.013822968     0.74192247    0.011352861      1.1257153    0.017824637
           -3.6      1.3828777     0.01633538      1.1299948    0.013306807      1.7000902    0.020248347
           -3.4      2.0169651    0.019385044      1.6579474    0.015888857      2.4626111    0.023884977
           -3.2       3.008565    0.023516802      2.4914048    0.019463688      3.6415196     0.02881587
             -3      4.3613321    0.028256584      3.6342639    0.023507217      5.2426972    0.034221851
           -2.8      6.2579452    0.033761206      5.2550091     0.02829781      7.4550348    0.040623138
           -2.6      9.1760377    0.040747771      7.7622174     0.03442993       10.83715    0.048521575
           -2.4      13.300099    0.048881343      11.342101    0.041744577      15.557147    0.057989301
           -2.2      19.123905    0.058442034      16.427142    0.050929256      22.175767    0.070452286
             -2      27.297562    0.069568285      23.595769    0.060173505      31.417996    0.080788725
           -1.8      38.162365    0.081953707      33.189923    0.071313859        43.5962    0.094387501
           -1.6      51.814877    0.095091533      45.301715    0.083185582      58.819352      0.1086487
           -1.4      68.208298     0.10856927      59.934641    0.095473499       76.95214     0.12317154
           -1.2      87.101694     0.12203621      76.891743     0.10784786       97.70127      0.1376523
             -1      106.72092     0.13436666      94.550869     0.11925161      119.18139     0.15099309
           -0.8      125.73542     0.14509552      111.73945     0.12916038      139.88509     0.16228625
           -0.6      142.20127     0.15364879      126.67369     0.13705223      157.74056     0.17116729
           -0.4      154.63598     0.15970773      137.95322     0.14455412      171.21619     0.18556074
           -0.2      161.23933     0.16283555      143.90879     0.14552675      178.46012     0.18096256
              0      161.46547     0.16293722      144.08983     0.14559191      178.74282     0.18106402
            0.2      154.99245      0.1598736      138.25793     0.14284707      171.64673     0.17789052
            0.4      142.39133     0.15373674      126.83399     0.13712231      157.96934     0.17126499
            0.6      125.57316     0.14502372      111.60145     0.12907449      139.69562     0.16216703
            0.8      106.71154     0.13434944      94.549092     0.11919019      119.16393     0.15073976
              1      87.075769     0.12203066      76.872776     0.10788157      97.667934     0.13774813
            1.2      68.355566     0.10868512      60.077355    0.095619194      77.092678     0.12330677
            1.4       51.95475    0.095202855      45.433954    0.083331227      58.958142     0.10877047
            1.6      38.264134    0.082070587      33.296514     0.07163331      43.682452    0.095153768
            1.8      27.440178    0.069763897      23.715082    0.060293268       31.59204    0.080918442
              2      19.234542    0.058610605       16.51087    0.050287821      22.326959    0.068584454
            2.2      13.250602    0.048828475      11.295659    0.041586076      15.507756    0.057688971
            2.4      9.1454638    0.040678378       7.740818     0.03439353       10.79384    0.048541748
            2.6      6.2790515    0.033805361      5.2748897    0.028387518      7.4759368    0.040750983
            2.8      4.3384655    0.028215024       3.615824    0.023460657      5.2136144    0.034242945
              3       2.963417    0.023389412      2.4526725    0.019323695      3.5898268    0.028658885
            3.2      2.0241072    0.019435289      1.6637919    0.015933281      2.4719459    0.023934408
            3.4      1.3922932      0.0163506      1.1371253    0.013315468      1.7126894    0.020268267
            3.6     0.92093999    0.013908486      0.7474731    0.011254934      1.1409208    0.017370067
            3.8     0.58547675    0.011745026     0.47266644   0.0094633857     0.72979977    0.014728511
              4     0.58547675    0.011745026     0.47266644   0.0094633857     0.72979977    0.014728511
