# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.3182989     0.02431942      2.9095016    0.021338414      3.7570898    0.027613708
            0.2      9.6445205    0.041381212      8.4547148    0.036311462      10.921643    0.046982307
            0.4      15.416636    0.052247365      13.509583    0.045848627      17.464056    0.059413533
            0.6      20.444395    0.060101938       17.90837    0.052694288      23.167825    0.068317516
            0.8      25.025111    0.066425533      21.910967    0.058211184      28.371084    0.075557334
              1      29.058496    0.071519994       25.43644     0.06265341      32.947935    0.081375492
            1.2      33.495871    0.076702679      29.322743     0.06721054      37.972502    0.087279251
            1.4      38.072405    0.081677947      33.321664    0.071592064      43.165283    0.093055732
            1.6      43.878462    0.087563163      38.411903    0.076739832      49.730594    0.099629443
            1.8      51.202259    0.094434917      44.821424    0.082740739       58.02953     0.10741235
              2      61.542212     0.10326026      53.897891    0.090934171      69.697777     0.11862069
            2.2      77.162024     0.11519068      67.621528     0.10103528      87.308768     0.13088166
            2.4      102.10993     0.13166462       89.58528     0.11562424       115.3731     0.14940631
            2.6      147.85939     0.15659083      129.91962      0.1377138      166.74793     0.17741105
            2.8      247.52069     0.19725146      218.19013     0.17417626      278.06572     0.22311588
              3      471.08557     0.25479448      419.47401     0.22844516       523.0238     0.29015466
            3.2      264.59707     0.20312763      235.92319     0.18136722        293.307     0.22684679
            3.4      145.57241     0.15570051      129.45496     0.13858611      161.87529     0.17437885
            3.6      87.222258     0.12241458      77.330439     0.10860882      97.351537      0.1375429
            3.8      55.108771    0.098122013      48.730786    0.086821087      61.704864     0.11077215
              4      35.913576    0.079666725      31.691228    0.070336115       40.31237    0.090282347
            4.2      24.179473    0.065552758       21.29002     0.05774622      27.219898    0.074440037
            4.4      16.757806    0.054668524      14.727023    0.048083947        18.9098    0.062192953
            4.6      11.792448    0.045937634      10.350703    0.040337247      13.329392    0.052319913
            4.8      8.4367511    0.038914466      7.4000515    0.034120111      9.5446106    0.044342646
              5      8.4367511    0.038914466      7.4000515    0.034120111      9.5446106    0.044342646
