#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.05226094   0.0093442313    -0.23879071    0.016454476     0.30229366   0.0076838059
           -3.8     0.12834684   0.0097218339    -0.25589604    0.017574367     0.48488625   0.0088313703
           -3.6     0.30310444      0.0119756    -0.15555413    0.020790293     0.78595064    0.010301197
           -3.4     0.57110367    0.014161488  -0.0010264784    0.030307483      1.2328927    0.010751701
           -3.2     0.99784332   0.0098881347     0.34666453    0.017706499      1.8526269    0.019949207
             -3      1.6265518    0.011699438      0.8810436    0.018856746      2.7208956    0.014708765
           -2.8      2.5229032    0.013041473      1.6891897    0.012519639      3.8874084    0.018450699
           -2.6      3.6695418    0.015606468      2.6308091    0.014102537      5.3140899    0.021492131
           -2.4      5.1423454     0.01742762      3.8444159    0.015487419      7.1191177     0.03085568
           -2.2      6.8034627    0.019185009       5.295354    0.017847072      9.0353515    0.024280564
             -2      8.6720158     0.01983928      6.9465671    0.018351807        11.1397    0.026460648
           -1.8      10.617681     0.02084989      8.7056136     0.01869141      13.275948    0.026529057
           -1.6      12.493151    0.024116433      10.423645    0.021305549      15.302835    0.029385364
           -1.4      14.126579    0.027623333       11.94148    0.025691473      17.032271    0.030636046
           -1.2      15.482075    0.025627525      13.223437    0.023173127      18.437326     0.03031168
             -1      16.531033    0.024716562      14.239817    0.022188337      19.483136    0.030407772
           -0.8      17.096784    0.025229205      14.824455    0.022893812      19.989199    0.029785236
           -0.6      17.540474    0.026553542      15.257294    0.022780747      20.427292    0.038658346
           -0.4      17.633956    0.025261104      15.393834    0.023057689      20.447479    0.030249497
           -0.2      17.649693    0.024982216      15.437847    0.022571376      20.424502    0.031133153
              0      17.653828    0.025570452      15.435786      0.0232342      20.440071     0.02991082
            0.2       17.61439    0.025619828      15.370278    0.023210589      20.455829    0.030200744
            0.4       17.39912    0.025765891      15.147812    0.023521839      20.261145    0.029298213
            0.6       17.08457    0.025085324      14.802989    0.022847373      20.011157    0.029624912
            0.8      16.414722    0.025105842      14.122843    0.022912423      19.389528    0.030121576
              1      15.449852    0.023944452      13.193851    0.021584899      18.410645    0.029094837
            1.2      14.096553    0.023302194      11.903157    0.023218399      17.040292    0.031878906
            1.4      12.494465    0.022426919      10.415933    0.019993044      15.312451    0.028129456
            1.6       10.58564    0.020718564      8.6650074    0.019262171      13.262679    0.026533386
            1.8      8.6989351    0.019841977      6.9717149     0.01806771       11.16446    0.025982637
              2      6.8653992    0.017666678      5.3698418    0.016549676      9.0480203    0.022690078
            2.2      5.1705326    0.017422209      3.8950701    0.016737379      7.0941653    0.022027467
            2.4      3.7710005    0.014006986      2.7363423    0.012931477      5.3652986     0.01899333
            2.6      2.5947324    0.013433641      1.7653341    0.012329781      3.9222025    0.018104357
            2.8      1.7042212    0.014150995      1.0487226    0.024803211      2.7723271    0.015512536
              3       1.060124    0.017044398     0.46730861    0.034155651      1.8988774    0.014139176
            3.2     0.65262986   0.0086429396     0.17152448    0.015655754      1.2911422    0.010523489
            3.4     0.36879924   0.0080568496   -0.026351426    0.015612442     0.83706666   0.0079233435
            3.6     0.20840184    0.007910947    -0.11108329    0.014534832     0.54925571   0.0071365434
            3.8     0.10964565   0.0059667558    -0.13362152    0.010757873     0.34865606   0.0054667851
              4     0.10964565   0.0059667558    -0.13362152    0.010757873     0.34865606   0.0054667851
