#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       2.135197    0.016858363      0.1674233    0.027808584      4.1433674    0.019136182
            0.2      2.2778063    0.015660461      0.4044254    0.024326112      4.3321323    0.019516836
            0.4      2.4546674    0.015467995     0.64284599    0.024825444      4.5493487    0.018556567
            0.6      2.7360681    0.021420515     0.92995857    0.039775839      4.9019808    0.026738737
            0.8      3.1757581    0.014734768      1.4051601    0.022808992      5.4425604    0.019785331
              1      3.7332911    0.019942168      1.9338769     0.02962778      6.1699673    0.026455464
            1.2      4.6039992    0.016732851      2.6868871    0.016409489      7.2735298    0.021898294
            1.4       5.973767    0.019784571      3.7469884    0.017595757        9.03685    0.031905997
            1.6      7.8860133    0.026338002      5.3073609    0.025283542      11.429424    0.029793211
            1.8      10.996197    0.025449896      7.8808403    0.023718824      15.222706    0.033973887
              2      15.812004    0.028917122      11.948663    0.025920063      21.044309    0.039266421
            2.2      23.666672    0.034028023      18.814683    0.030956932      30.220191    0.043330815
            2.4      36.428639     0.03967333      30.267548    0.034990239      44.826452    0.049095195
            2.6      56.544372    0.046177782      48.903973     0.04318298       67.17971     0.05635601
            2.8      84.927819      0.0524705       76.12655    0.047495973      97.438764    0.061250268
              3      76.059977    0.048342866      69.656454    0.044607835      85.178764    0.056254419
            3.2      76.059977    0.048342866      69.656454    0.044607835      85.178764    0.056254419
