#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.1734203    0.011654577      2.8498322     0.01062077      3.6116673    0.012991285
            0.2      8.7185705    0.019281831      7.8427305    0.017689723      9.9276248    0.021745751
            0.4      12.583521    0.022973422      11.289099    0.021085067      14.401492    0.025857787
            0.6      14.978111    0.025109913      13.377495    0.022509473       17.22776    0.029328815
            0.8       16.28145    0.026013659      14.437849    0.023865874      18.895099    0.029417309
              1       16.91165    0.027193931      14.874519    0.025113262      19.788296    0.030382574
            1.2      17.452017    0.028336033      15.205838    0.025619417      20.621986    0.033052205
            1.4      18.017701    0.026568825      15.532938    0.024192552      21.502489    0.032059321
            1.6      18.840645    0.027018678       16.06333    0.024772689      22.725368    0.034129251
            1.8      20.058213    0.031572272      16.903657    0.029348392      24.430418    0.036131585
              2      21.828766    0.028401473      18.188072    0.025242439      26.832428    0.037677214
            2.2      24.333984    0.030779544      19.998001    0.026739192      30.276689    0.042582785
            2.4      27.606331    0.032967779      22.418984    0.028433618      34.683379     0.04997373
            2.6      31.638867    0.034426154      25.415914    0.032737331      40.155108    0.049268329
            2.8      36.017702    0.036589041      28.744943    0.035945341      46.138592    0.049274874
              3      34.417395    0.048531736      27.252765    0.046947258      44.794521     0.05126217
            3.2      10.442294    0.031785221      8.0128575    0.030236515      13.891572    0.032338846
            3.4      3.6190761     0.01646864      2.6783855     0.01660686      4.9259471    0.019169449
            3.6      1.4459777    0.011755149      1.0369891    0.010146427      2.0136098    0.013608752
            3.8     0.60760278   0.0073394983     0.41869307   0.0065920784     0.86898894   0.0083648226
              4     0.25794153   0.0056181787     0.16982887   0.0055615074     0.38308862   0.0058238347
            4.2      0.1026536   0.0054772523    0.061214311    0.005971187     0.16462855   0.0043716747
            4.4    0.049182903   0.0021200752    0.030012035   0.0018070289    0.075434127   0.0027039533
            4.6    0.017533824   0.0013587379   0.0084195601   0.0013121015    0.031180418   0.0014292976
            4.8   0.0078037885   0.0010983891   0.0032881911  0.00096328348    0.014291392   0.0013288503
              5   0.0078037885   0.0010983891   0.0032881911  0.00096328348    0.014291392   0.0013288503
