# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3       212.1283    0.077777284      176.26345    0.074946975      261.68128    0.096776977
            3.2      105.63164    0.064326477       88.40151    0.061376735      129.86738    0.078109441
            3.4      16.981537    0.029591286      14.260203    0.028341162      20.959063     0.03582012
            3.6       3.573745    0.014974704      2.9861969     0.01465069      4.4712485    0.015878683
            3.8     0.83477058   0.0066388882     0.69226431   0.0077890623      1.0624684     0.00934399
              4     0.19808298   0.0051466285     0.16024414   0.0059895798     0.26332947    0.003469414
            4.2     0.04918229   0.0015311768    0.040480539   0.0023992041    0.063927918   0.0016304942
            4.4    0.011962394   0.0011055661   0.0078875034   0.0021091045    0.016679905  0.00093767103
            4.6   0.0025232804  0.00045716163   0.0013227847  0.00076834076   0.0038441661  0.00043508759
            4.8  0.00051596859  0.00031802513  6.1398362e-05   0.0005412746  0.00078966967  0.00033970745
              5  0.00051596859  0.00031802513  6.1398362e-05   0.0005412746  0.00078966967  0.00033970745
