# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      16.171189    0.025415312      14.442355    0.023226769      18.605208     0.02926285
            0.2      15.923906     0.02570239      14.194452    0.023450673      18.370526    0.029511942
            0.4      15.635733    0.025376678      13.881001    0.023164558       18.12298    0.028857944
            0.6      15.446272    0.026760883       13.63434    0.024171274      18.012117    0.030197364
            0.8      15.379583    0.027142722      13.475347    0.025139478      18.073665    0.029626957
              1      15.657555    0.026173334       13.60248    0.023956407      18.550021     0.03061306
            1.2      16.151841    0.026076343      13.903438    0.023395826      19.286423    0.031604668
            1.4       16.96664    0.029575896      14.451532    0.028013298       20.46053    0.032485392
            1.6       18.19951     0.02630697      15.315596    0.023597471       22.17987    0.034644075
            1.8      19.904132     0.02732121      16.552785    0.024611764      24.500666    0.037913158
              2      22.193278    0.029162115      18.253512    0.025817674      27.540896    0.038640212
            2.2      25.141776    0.031176734      20.399053    0.027624971       31.58391    0.043505874
            2.4      28.932305    0.033381797      23.211066    0.030198099      36.673636    0.052626125
            2.6      33.415154    0.035456684      26.602277    0.034219569      42.720931    0.049513002
            2.8      37.455918    0.039511936      29.698281    0.038225716      48.362893    0.047454605
              3      26.837455    0.052292107      21.093794    0.087560585      35.345784    0.051367607
            3.2      26.837455    0.052292107      21.093794    0.087560585      35.345784    0.051367607
