#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.55852223   0.0062365034     0.43724353   0.0058027833     0.71762792   0.0067939615
            0.2      1.2398991    0.010106956     0.84505718    0.013029272      1.7628112    0.011754363
            0.4      1.7370314    0.013266729     0.96761204    0.018848486      2.6568157    0.015444723
            0.6      2.1559246    0.013846634     0.97899706    0.020861496      3.4869362    0.017051137
            0.8      2.5970053    0.015133064      1.0795018    0.022878354      4.3203931    0.019170117
              1      3.0906908    0.021310599      1.2600197    0.038368394      5.1994461    0.025561083
            1.2      3.7935851    0.016624296      1.7778234     0.02679864      6.2322208    0.020871659
            1.4      4.9222383    0.019103047      2.7302588    0.027612106      7.7928068    0.030303269
            1.6       6.453157    0.023480168      4.1359465    0.036198505       9.748741    0.028621741
            1.8      8.8712841    0.027365045      6.1361219    0.026511178      12.711265    0.030052241
              2       12.63928    0.025481711      9.2904003    0.024078821      17.285959    0.034822253
            2.2      18.778591    0.032111188       14.63178    0.031482134      24.455387    0.042315406
            2.4        28.6726    0.036469672      23.423092    0.033319177      35.852787    0.046798073
            2.6      44.704766    0.041919853      38.085796    0.039911952      53.845131    0.051298736
            2.8      68.650518    0.048145177      60.666307    0.044139327      79.818841    0.055069805
              3      83.908337    0.049953304      75.554598    0.045911453      95.584184    0.058701155
            3.2      28.239005    0.033395763      24.065303     0.02867464      33.726974    0.041236679
            3.4      10.508689    0.022640711      8.6407902    0.018247358       12.94517    0.029896218
            3.6      4.4302212    0.016526514      3.5557223    0.013138305      5.5742653    0.022321903
            3.8      1.9613304    0.011000433       1.528405   0.0090116475      2.5236225    0.014165528
              4     0.87704885   0.0081745389     0.64788673   0.0066107308      1.1768683    0.011502694
            4.2     0.38647001   0.0051466187     0.26432905   0.0045114313     0.54326453   0.0062669948
            4.4     0.16398705   0.0036138572    0.096304619   0.0032659454     0.25075098   0.0042784976
            4.6    0.061653368   0.0026204219    0.022779814   0.0024476474     0.11232354   0.0031187172
            4.8     0.01740984   0.0015909737  -0.0024773963   0.0016952014      0.0431681   0.0016107315
              5     0.01740984   0.0015909737  -0.0024773963   0.0016952014      0.0431681   0.0016107315
