# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.1554658   0.0092064145      1.9531074   0.0084360843      2.4222025    0.010426896
            0.2      6.0182189    0.015751211      5.4395434    0.014374753      6.7943117    0.017910158
            0.4      9.1536987    0.019201691      8.2426423    0.017604508      10.389804    0.024203065
            0.6      11.417596    0.020693274      10.237168    0.018845234      13.027832     0.02438988
            0.8      13.170361    0.022033598      11.736864    0.020094228      15.134879    0.025549586
              1      14.473895    0.022935147       12.81328    0.020808314      16.760931    0.026909973
            1.2      15.655566    0.024298642      13.747115    0.022309101      18.291309    0.028881785
            1.4      16.773353    0.025100767      14.606476    0.022772018      19.758322    0.030093721
            1.6      18.070744    0.028191421      15.551637    0.028207814      21.563517    0.036788447
            1.8      19.536057    0.026970258      16.646743    0.024480971      23.509249     0.03375768
              2      21.562573     0.02931438      18.145696    0.025879344      26.236115    0.038582612
            2.2      24.120232    0.030510099       20.04927    0.026954821      29.657682    0.045858444
            2.4       27.46444    0.031876204       22.57614    0.028283056      34.076046    0.042785465
            2.6      31.518235    0.036219162      25.586444    0.033680774      39.563789    0.046499429
            2.8      35.967906    0.036753719       28.94975    0.033972714      45.624536    0.048512584
              3      35.739325    0.046913409      28.554529    0.045063586      46.025808    0.050405987
            3.2      16.092137    0.032800262      12.648794    0.030742695      21.060159    0.035089425
            3.4      8.3367596     0.02424896      6.4148112     0.02475335       11.14423    0.030806863
            3.6      4.7717419    0.019448411      3.6161044    0.019037643      6.4975789    0.020272898
            3.8      2.8489884    0.015689722      2.1208259     0.01508795      3.9667131    0.017604198
              4       1.755466     0.01563278       1.281773    0.014207787      2.5005206    0.016868545
            4.2      1.0711701    0.012462557     0.74563059    0.020224896      1.5723883    0.014828872
            4.4     0.67471114   0.0078246662     0.45129332     0.01217964      1.0153977   0.0090253322
            4.6     0.41068294   0.0068465334     0.23947794    0.011399289     0.64396771   0.0076709584
            4.8     0.24056128    0.011435079     0.10995003    0.018509566     0.40485519    0.012656777
              5     0.24056128    0.011435079     0.10995003    0.018509566     0.40485519    0.012656777
