#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0081125548   0.0018107926   0.0038094562     0.00192596    0.015444642   0.0010669616
           -3.8    0.017070053   0.0012849651    0.010131033   0.0012477031    0.027606075   0.0012938374
           -3.6    0.033863292   0.0013524566     0.02118685   0.0012602904    0.052056294   0.0017103932
           -3.4    0.065030695   0.0027641615    0.040225173   0.0025199304     0.10207965   0.0062357903
           -3.2     0.11599548    0.002872603    0.078991736   0.0026688287     0.16924043   0.0033324056
             -3     0.20300354   0.0033998482     0.14342306   0.0030740102     0.28705456   0.0040755364
           -2.8     0.34515157   0.0047175044     0.24954452   0.0041237616     0.48124533   0.0061316221
           -2.6     0.57589982   0.0056916505     0.42980699   0.0049667732     0.77854289    0.006886985
           -2.4     0.94993125   0.0082689257     0.71471938   0.0071210347       1.278432    0.010529517
           -2.2      1.5414997    0.010493448      1.1804803   0.0083022254      2.0406978    0.013906262
             -2      2.4210041    0.011548649      1.8844737     0.01025666      3.1619169     0.01418616
           -1.8      3.7338437    0.013828147      2.9455225    0.013730627      4.8241612    0.017580686
           -1.6      5.6491217     0.01698538      4.5208294    0.015392829      7.2048125    0.020037754
           -1.4      8.3209242    0.019986967      6.7244088    0.020244312      10.537492    0.029348812
           -1.2      11.912446    0.024043595      9.7746079    0.021889301      14.890478    0.028594555
             -1      16.487345    0.026851328      13.665884    0.025032635       20.44067    0.032531519
           -0.8      21.782004    0.035014742      18.221118     0.03295975      26.787788    0.041818199
           -0.6       27.32087    0.034524505      23.027499    0.031515324      33.379861    0.042674562
           -0.4      32.117983    0.037301362       27.20616    0.033697476      39.041522    0.048574871
           -0.2      35.110507    0.041035259      29.818888    0.038986166      42.558773    0.046370972
              0      35.109663    0.038383067      29.806867    0.035187018      42.566448    0.046443227
            0.2      32.290121    0.035754074      27.332764    0.032607709       39.23613    0.044633695
            0.4      27.573789    0.034720361      23.226304    0.031971434      33.655749    0.041587021
            0.6      22.028409    0.030932372      18.399212    0.030254275      27.092904     0.04007726
            0.8      16.715723    0.027380396       13.81724    0.025042855      20.723132    0.032806459
              1      12.142222    0.022836636      9.9389642    0.021268513      15.169425    0.029792641
            1.2      8.5113981    0.020356722      6.8793222    0.018496599      10.745188     0.02452322
            1.4      5.7930931      0.0168516      4.6227346    0.015250825      7.3795757    0.020973932
            1.6      3.8657879    0.013524017      3.0507733    0.013006555      4.9647648    0.016275938
            1.8      2.5135055     0.01277997       1.954686    0.011951122      3.2701112    0.014258128
              2      1.6203517   0.0089195644      1.2492609   0.0079578266      2.1116887    0.010798541
            2.2      1.0077224    0.009902901     0.76165897   0.0097957522      1.3403428    0.010117677
            2.4     0.62882397   0.0056132701     0.47018301   0.0048130638     0.83692333   0.0072961343
            2.6     0.37836576   0.0045374345      0.2779585    0.003945192     0.51167283   0.0061969944
            2.8     0.22784096   0.0034643859     0.16724816   0.0030990733     0.30723205   0.0042594728
              3     0.12966032   0.0025142471    0.090914308   0.0021958852      0.1804531   0.0033924081
            3.2    0.072610606   0.0018677347     0.05032989   0.0016455503     0.10195999    0.002521369
            3.4    0.040212259   0.0013872685     0.02782879   0.0011994811    0.056416403   0.0017643574
            3.6    0.022262161  0.00096545164    0.014598971  0.00086373561    0.032254669   0.0012493448
            3.8   0.0098977786   0.0007292941   0.0058417437  0.00071470381    0.015354746  0.00095254703
              4   0.0098977786   0.0007292941   0.0058417437  0.00071470381    0.015354746  0.00095254703
